stat_id,season,stat_type,category,subcategory
02421,2020,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2019,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2018,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2017,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2016,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2015,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2014,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2013,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2012,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2011,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2010,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2009,Distance From Center Of Fairway,Off The Tee,Accuracy
02421,2008,Distance From Center Of Fairway,Off The Tee,Accuracy
02420,2020,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2019,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2018,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2017,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2016,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2015,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2014,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2013,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2012,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2011,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2010,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2009,Distance From Edge Of Fairway,Off The Tee,Accuracy
02420,2008,Distance From Edge Of Fairway,Off The Tee,Accuracy
102,2020,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2019,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2018,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2017,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2016,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2015,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2014,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2013,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2012,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2011,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2010,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2009,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2008,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2007,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2006,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2005,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2004,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2003,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2002,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2001,Driving Accuracy Percentage,Off The Tee,Accuracy
102,2000,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1999,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1998,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1997,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1996,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1995,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1994,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1993,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1992,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1991,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1990,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1989,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1988,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1987,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1986,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1985,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1984,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1983,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1982,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1981,Driving Accuracy Percentage,Off The Tee,Accuracy
102,1980,Driving Accuracy Percentage,Off The Tee,Accuracy
01008,2020,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2019,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2018,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2017,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2016,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2015,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2014,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2013,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2012,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2011,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2010,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2009,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2008,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2007,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2006,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2005,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2004,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2003,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2002,Fairway Bunker Tendency,Off The Tee,Accuracy
01008,2001,Fairway Bunker Tendency,Off The Tee,Accuracy
02438,2020,Good Drive Percentage,Off The Tee,Accuracy
02438,2019,Good Drive Percentage,Off The Tee,Accuracy
02438,2018,Good Drive Percentage,Off The Tee,Accuracy
02438,2017,Good Drive Percentage,Off The Tee,Accuracy
02438,2016,Good Drive Percentage,Off The Tee,Accuracy
02438,2015,Good Drive Percentage,Off The Tee,Accuracy
02438,2014,Good Drive Percentage,Off The Tee,Accuracy
02438,2013,Good Drive Percentage,Off The Tee,Accuracy
02438,2012,Good Drive Percentage,Off The Tee,Accuracy
02438,2011,Good Drive Percentage,Off The Tee,Accuracy
02438,2010,Good Drive Percentage,Off The Tee,Accuracy
02438,2009,Good Drive Percentage,Off The Tee,Accuracy
02438,2008,Good Drive Percentage,Off The Tee,Accuracy
02438,2007,Good Drive Percentage,Off The Tee,Accuracy
02438,2006,Good Drive Percentage,Off The Tee,Accuracy
02438,2005,Good Drive Percentage,Off The Tee,Accuracy
02438,2004,Good Drive Percentage,Off The Tee,Accuracy
02438,2003,Good Drive Percentage,Off The Tee,Accuracy
02438,2002,Good Drive Percentage,Off The Tee,Accuracy
02438,2001,Good Drive Percentage,Off The Tee,Accuracy
213,2020,Hit Fairway Percentage,Off The Tee,Accuracy
213,2019,Hit Fairway Percentage,Off The Tee,Accuracy
213,2018,Hit Fairway Percentage,Off The Tee,Accuracy
213,2017,Hit Fairway Percentage,Off The Tee,Accuracy
213,2016,Hit Fairway Percentage,Off The Tee,Accuracy
213,2015,Hit Fairway Percentage,Off The Tee,Accuracy
213,2014,Hit Fairway Percentage,Off The Tee,Accuracy
213,2013,Hit Fairway Percentage,Off The Tee,Accuracy
213,2012,Hit Fairway Percentage,Off The Tee,Accuracy
213,2011,Hit Fairway Percentage,Off The Tee,Accuracy
213,2010,Hit Fairway Percentage,Off The Tee,Accuracy
213,2009,Hit Fairway Percentage,Off The Tee,Accuracy
213,2008,Hit Fairway Percentage,Off The Tee,Accuracy
213,2007,Hit Fairway Percentage,Off The Tee,Accuracy
213,2006,Hit Fairway Percentage,Off The Tee,Accuracy
213,2005,Hit Fairway Percentage,Off The Tee,Accuracy
213,2004,Hit Fairway Percentage,Off The Tee,Accuracy
213,2003,Hit Fairway Percentage,Off The Tee,Accuracy
213,2002,Hit Fairway Percentage,Off The Tee,Accuracy
213,2001,Hit Fairway Percentage,Off The Tee,Accuracy
459,2020,Left Rough Tendency,Off The Tee,Accuracy
459,2019,Left Rough Tendency,Off The Tee,Accuracy
459,2018,Left Rough Tendency,Off The Tee,Accuracy
459,2017,Left Rough Tendency,Off The Tee,Accuracy
459,2016,Left Rough Tendency,Off The Tee,Accuracy
459,2015,Left Rough Tendency,Off The Tee,Accuracy
459,2014,Left Rough Tendency,Off The Tee,Accuracy
459,2013,Left Rough Tendency,Off The Tee,Accuracy
459,2012,Left Rough Tendency,Off The Tee,Accuracy
459,2011,Left Rough Tendency,Off The Tee,Accuracy
459,2010,Left Rough Tendency,Off The Tee,Accuracy
459,2009,Left Rough Tendency,Off The Tee,Accuracy
459,2008,Left Rough Tendency,Off The Tee,Accuracy
459,2007,Left Rough Tendency,Off The Tee,Accuracy
459,2006,Left Rough Tendency,Off The Tee,Accuracy
459,2005,Left Rough Tendency,Off The Tee,Accuracy
459,2004,Left Rough Tendency,Off The Tee,Accuracy
459,2003,Left Rough Tendency,Off The Tee,Accuracy
459,2002,Left Rough Tendency,Off The Tee,Accuracy
459,2001,Left Rough Tendency,Off The Tee,Accuracy
081,2020,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2019,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2018,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2017,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2016,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2015,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2014,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2013,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2012,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2011,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2010,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2009,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2008,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2007,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2006,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2005,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2004,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2003,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
081,2002,Left Rough Tendency (Rtp Score),Off The Tee,Accuracy
02422,2020,Left Tendency,Off The Tee,Accuracy
02422,2019,Left Tendency,Off The Tee,Accuracy
02422,2018,Left Tendency,Off The Tee,Accuracy
02422,2017,Left Tendency,Off The Tee,Accuracy
02422,2016,Left Tendency,Off The Tee,Accuracy
02422,2015,Left Tendency,Off The Tee,Accuracy
02422,2014,Left Tendency,Off The Tee,Accuracy
02422,2013,Left Tendency,Off The Tee,Accuracy
02422,2012,Left Tendency,Off The Tee,Accuracy
02422,2011,Left Tendency,Off The Tee,Accuracy
02422,2010,Left Tendency,Off The Tee,Accuracy
02422,2009,Left Tendency,Off The Tee,Accuracy
02422,2008,Left Tendency,Off The Tee,Accuracy
461,2020,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2019,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2018,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2017,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2016,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2015,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2014,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2013,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2012,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2011,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2010,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2009,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2008,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2007,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2006,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2005,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2004,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2003,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2002,Missed Fairway Percent - Other,Off The Tee,Accuracy
461,2001,Missed Fairway Percent - Other,Off The Tee,Accuracy
460,2020,Right Rough Tendency,Off The Tee,Accuracy
460,2019,Right Rough Tendency,Off The Tee,Accuracy
460,2018,Right Rough Tendency,Off The Tee,Accuracy
460,2017,Right Rough Tendency,Off The Tee,Accuracy
460,2016,Right Rough Tendency,Off The Tee,Accuracy
460,2015,Right Rough Tendency,Off The Tee,Accuracy
460,2014,Right Rough Tendency,Off The Tee,Accuracy
460,2013,Right Rough Tendency,Off The Tee,Accuracy
460,2012,Right Rough Tendency,Off The Tee,Accuracy
460,2011,Right Rough Tendency,Off The Tee,Accuracy
460,2010,Right Rough Tendency,Off The Tee,Accuracy
460,2009,Right Rough Tendency,Off The Tee,Accuracy
460,2008,Right Rough Tendency,Off The Tee,Accuracy
460,2007,Right Rough Tendency,Off The Tee,Accuracy
460,2006,Right Rough Tendency,Off The Tee,Accuracy
460,2005,Right Rough Tendency,Off The Tee,Accuracy
460,2004,Right Rough Tendency,Off The Tee,Accuracy
460,2003,Right Rough Tendency,Off The Tee,Accuracy
460,2002,Right Rough Tendency,Off The Tee,Accuracy
460,2001,Right Rough Tendency,Off The Tee,Accuracy
080,2020,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2019,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2018,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2017,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2016,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2015,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2014,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2013,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2012,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2011,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2010,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2009,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2008,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2007,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2006,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2005,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2004,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2003,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
080,2002,Right Rough Tendency (Rtp Score),Off The Tee,Accuracy
02423,2020,Right Tendency,Off The Tee,Accuracy
02423,2019,Right Tendency,Off The Tee,Accuracy
02423,2018,Right Tendency,Off The Tee,Accuracy
02423,2017,Right Tendency,Off The Tee,Accuracy
02423,2016,Right Tendency,Off The Tee,Accuracy
02423,2015,Right Tendency,Off The Tee,Accuracy
02423,2014,Right Tendency,Off The Tee,Accuracy
02423,2013,Right Tendency,Off The Tee,Accuracy
02423,2012,Right Tendency,Off The Tee,Accuracy
02423,2011,Right Tendency,Off The Tee,Accuracy
02423,2010,Right Tendency,Off The Tee,Accuracy
02423,2009,Right Tendency,Off The Tee,Accuracy
02423,2008,Right Tendency,Off The Tee,Accuracy
02435,2020,Rough Tendency,Off The Tee,Accuracy
02435,2019,Rough Tendency,Off The Tee,Accuracy
02435,2018,Rough Tendency,Off The Tee,Accuracy
02435,2017,Rough Tendency,Off The Tee,Accuracy
02435,2016,Rough Tendency,Off The Tee,Accuracy
02435,2015,Rough Tendency,Off The Tee,Accuracy
02435,2014,Rough Tendency,Off The Tee,Accuracy
02435,2013,Rough Tendency,Off The Tee,Accuracy
02435,2012,Rough Tendency,Off The Tee,Accuracy
02435,2011,Rough Tendency,Off The Tee,Accuracy
02435,2010,Rough Tendency,Off The Tee,Accuracy
02435,2009,Rough Tendency,Off The Tee,Accuracy
02435,2008,Rough Tendency,Off The Tee,Accuracy
02435,2007,Rough Tendency,Off The Tee,Accuracy
02435,2006,Rough Tendency,Off The Tee,Accuracy
02435,2005,Rough Tendency,Off The Tee,Accuracy
02435,2004,Rough Tendency,Off The Tee,Accuracy
02435,2003,Rough Tendency,Off The Tee,Accuracy
02435,2002,Rough Tendency,Off The Tee,Accuracy
02435,2001,Rough Tendency,Off The Tee,Accuracy
101,2020,Driving Distance,Off The Tee,Distance (All Drives)
101,2019,Driving Distance,Off The Tee,Distance (All Drives)
101,2018,Driving Distance,Off The Tee,Distance (All Drives)
101,2017,Driving Distance,Off The Tee,Distance (All Drives)
101,2016,Driving Distance,Off The Tee,Distance (All Drives)
101,2015,Driving Distance,Off The Tee,Distance (All Drives)
101,2014,Driving Distance,Off The Tee,Distance (All Drives)
101,2013,Driving Distance,Off The Tee,Distance (All Drives)
101,2012,Driving Distance,Off The Tee,Distance (All Drives)
101,2011,Driving Distance,Off The Tee,Distance (All Drives)
101,2010,Driving Distance,Off The Tee,Distance (All Drives)
101,2009,Driving Distance,Off The Tee,Distance (All Drives)
101,2008,Driving Distance,Off The Tee,Distance (All Drives)
101,2007,Driving Distance,Off The Tee,Distance (All Drives)
101,2006,Driving Distance,Off The Tee,Distance (All Drives)
101,2005,Driving Distance,Off The Tee,Distance (All Drives)
101,2004,Driving Distance,Off The Tee,Distance (All Drives)
101,2003,Driving Distance,Off The Tee,Distance (All Drives)
101,2002,Driving Distance,Off The Tee,Distance (All Drives)
101,2001,Driving Distance,Off The Tee,Distance (All Drives)
101,2000,Driving Distance,Off The Tee,Distance (All Drives)
101,1999,Driving Distance,Off The Tee,Distance (All Drives)
101,1998,Driving Distance,Off The Tee,Distance (All Drives)
101,1997,Driving Distance,Off The Tee,Distance (All Drives)
101,1996,Driving Distance,Off The Tee,Distance (All Drives)
101,1995,Driving Distance,Off The Tee,Distance (All Drives)
101,1994,Driving Distance,Off The Tee,Distance (All Drives)
101,1993,Driving Distance,Off The Tee,Distance (All Drives)
101,1992,Driving Distance,Off The Tee,Distance (All Drives)
101,1991,Driving Distance,Off The Tee,Distance (All Drives)
101,1990,Driving Distance,Off The Tee,Distance (All Drives)
101,1989,Driving Distance,Off The Tee,Distance (All Drives)
101,1988,Driving Distance,Off The Tee,Distance (All Drives)
101,1987,Driving Distance,Off The Tee,Distance (All Drives)
101,1986,Driving Distance,Off The Tee,Distance (All Drives)
101,1985,Driving Distance,Off The Tee,Distance (All Drives)
101,1984,Driving Distance,Off The Tee,Distance (All Drives)
101,1983,Driving Distance,Off The Tee,Distance (All Drives)
101,1982,Driving Distance,Off The Tee,Distance (All Drives)
101,1981,Driving Distance,Off The Tee,Distance (All Drives)
101,1980,Driving Distance,Off The Tee,Distance (All Drives)
317,2020,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2019,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2018,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2017,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2016,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2015,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2014,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2013,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2012,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2011,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2010,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2009,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2008,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2007,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2006,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2005,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2004,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
317,2003,Driving Distance - All Drives,Off The Tee,Distance (All Drives)
218,2020,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2019,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2018,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2017,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2016,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2015,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2014,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2013,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2012,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2011,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2010,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2009,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2008,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2007,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2006,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2005,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2004,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2003,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2002,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
218,2001,Driving Pct. <= 240 (All Drives),Off The Tee,Distance (All Drives)
458,2020,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2019,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2018,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2017,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2016,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2015,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2014,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2013,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2012,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2011,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2010,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2009,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2008,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2007,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2006,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2005,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2004,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2003,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2002,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
458,2001,Driving Pct. <= 240 (Measured),Off The Tee,Distance (All Drives)
217,2020,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2019,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2018,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2017,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2016,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2015,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2014,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2013,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2012,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2011,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2010,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2009,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2008,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2007,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2006,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2005,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2004,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2003,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2002,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
217,2001,Driving Pct. 240-260 (All Drives),Off The Tee,Distance (All Drives)
457,2020,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2019,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2018,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2017,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2016,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2015,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2014,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2013,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2012,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2011,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2010,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2009,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2008,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2007,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2006,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2005,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2004,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2003,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2002,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
457,2001,Driving Pct. 240-260 (Measured),Off The Tee,Distance (All Drives)
216,2020,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2019,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2018,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2017,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2016,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2015,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2014,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2013,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2012,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2011,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2010,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2009,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2008,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2007,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2006,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2005,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2004,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2003,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
216,2002,Driving Pct. 260-280 (All Drives),Off The Tee,Distance (All Drives)
