average,total_sg:putting,player_id,rank_last_week,player_name,season,tournament,measured_rounds,time_period,player_url,rounds,rank_this_week
1.066,2.132,24924,8,Bill Haas,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.24924.bill-haas.html,4,20
1.038,2.075,26476,40,Chez Reavie,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.26476.chez-reavie.html,4,21
.946,1.892,29478,36,Kevin Kisner,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.29478.kevin-kisner.html,4,22
.837,1.673,23621,71,Rory Sabbatini,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.23621.rory-sabbatini.html,4,23
.824,1.648,20771,,Steven Alker,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.20771.steven-alker.html,4,24
.817,1.634,30692,,Scott Stallings,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.30692.scott-stallings.html,4,25
.759,1.517,27936,,Martin Laird,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.27936.martin-laird.html,4,26
.740,1.479,39975,46,Michael Kim,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.39975.michael-kim.html,4,27
.733,1.465,29720,13,Andres Gonzales,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.29720.andres-gonzales.html,4,28
.709,1.417,34213,,Grayson Murray,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.34213.grayson-murray.html,4,29
.617,1.233,46501,51,Ollie Schniederjans,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.46501.ollie-schniederjans.html,4,30
.592,1.184,40058,62,Zac Blair,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.40058.zac-blair.html,4,31
.560,1.119,21409,,Chris Evans,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.21409.chris-evans.html,4,32
.539,1.077,34262,72,Jon Curran,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.34262.jon-curran.html,4,33
.497,.993,47128,54,Richy Werenski,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.47128.richy-werenski.html,4,34
.491,.981,12510,,Chad Campbell,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.12510.chad-campbell.html,4,35
.423,.846,46601,28,Trey Mullinax,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.46601.trey-mullinax.html,4,36
.342,.683,49964,,Aaron Wise,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.49964.aaron-wise.html,4,37
.320,.640,25396,52,Kevin Na,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25396.kevin-na.html,4,38
.279,.557,25686,,Jason Dufner,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25686.jason-dufner.html,4,39
.235,.470,01810,,Phil Mickelson,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.01810.phil-mickelson.html,4,40
.176,.351,27958,,Ryan Blaum,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.27958.ryan-blaum.html,4,41
.148,.296,39324,,J.J. Spaun,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.39324.j-j--spaun.html,4,42
.130,.260,37454,,Whee Kim,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.37454.whee-kim.html,4,43
.122,.244,34264,22,Hudson Swafford,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.34264.hudson-swafford.html,4,44
.028,.056,23497,,Tag Ridings,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.23497.tag-ridings.html,4,45
-.022,-.044,20104,65,Ken Duke,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.20104.ken-duke.html,4,46
-.137,-.275,29518,,Brendan Steele,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.29518.brendan-steele.html,4,47
-.156,-.313,31420,,Anirban Lahiri,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.31420.anirban-lahiri.html,4,48
-.262,-.525,24358,,Robert Garrigus,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.24358.robert-garrigus.html,4,49
-.350,-.701,23325,58,Vaughn Taylor,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.23325.vaughn-taylor.html,4,50
-.381,-.762,35541,,John Peterson,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.35541.john-peterson.html,4,51
-.388,-.776,25900,,Lucas Glover,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25900.lucas-glover.html,4,52
-.407,-.815,32757,,Patton Kizzire,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.32757.patton-kizzire.html,4,53
-.441,-.883,46550,,Brandon Hagy,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.46550.brandon-hagy.html,4,54
-.459,-.919,25349,49,Tim Wilkinson,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25349.tim-wilkinson.html,4,55
-.475,-.950,27064,,Jhonattan Vegas,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.27064.jhonattan-vegas.html,4,56
-.536,-1.072,33418,59,Shawn Stefani,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.33418.shawn-stefani.html,4,57
-.543,-1.086,19803,,Ryan Armour,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.19803.ryan-armour.html,4,58
-.588,-1.177,30163,19,Henrik Norlander,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.30163.henrik-norlander.html,4,59
-.598,-1.197,33141,,Keegan Bradley,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.33141.keegan-bradley.html,4,60
-.635,-1.270,37278,,Nicholas Lindheim,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.37278.nicholas-lindheim.html,4,61
-.744,-1.489,25364,,Paul Casey,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25364.paul-casey.html,4,62
-.831,-1.662,28420,26,Ryan Brehm,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.28420.ryan-brehm.html,4,63
-.858,-1.716,25240,,D.A. Points,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25240.d-a--points.html,4,T64
-.858,-1.717,23800,20,Bryce Molder,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.23800.bryce-molder.html,4,T64
-.858,-1.716,46440,,Smylie Kaufman,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.46440.smylie-kaufman.html,4,T64
-.904,-1.808,26758,,David Hearn,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.26758.david-hearn.html,4,67
-.982,-1.965,34021,,Bud Cauley,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.34021.bud-cauley.html,4,68
-1.100,-2.200,32200,,Roberto Castro,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.32200.roberto-castro.html,4,69
-1.214,-2.429,27129,15,Luke List,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.27129.luke-list.html,4,70
-1.412,-2.824,20691,,Greg Owen,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.20691.greg-owen.html,4,71
-1.467,-2.934,51316,,Kenny Pigman,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.51316.kenny-pigman.html,4,72
-1.510,-3.021,25818,60,Scott Piercy,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25818.scott-piercy.html,4,73
-1.648,-3.297,34466,6,Peter Malnati,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.34466.peter-malnati.html,4,74
-1.654,-3.309,25198,,Francesco Molinari,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.25198.francesco-molinari.html,4,75
-1.868,-3.737,29221,33,Webb Simpson,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.29221.webb-simpson.html,4,76
-2.729,-5.459,22046,,Geoff Ogilvy,2017,The American Express,2,Tournament Only,https://www.pgatour.com/players/player.22046.geoff-ogilvy.html,4,77
2.190,8.760,32150,,Michael Thompson,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.32150.michael-thompson.html,4,1
1.886,7.542,33448,4,Justin Thomas,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.33448.justin-thomas.html,4,2
1.872,7.489,27644,,Brian Harman,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.27644.brian-harman.html,4,3
1.861,7.445,29461,,Jamie Lovemark,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29461.jamie-lovemark.html,4,4
1.533,6.131,35506,19,Mackenzie Hughes,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.35506.mackenzie-hughes.html,4,5
1.503,6.010,34466,,Peter Malnati,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34466.peter-malnati.html,4,6
1.401,5.604,21961,,Charles Howell III,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.21961.charles-howell-iii.html,4,7
1.278,5.113,24924,,Bill Haas,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.24924.bill-haas.html,4,8
1.233,4.931,19846,,Brian Gay,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.19846.brian-gay.html,4,9
1.225,4.898,29974,31,Branden Grace,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29974.branden-grace.html,4,10
1.097,4.386,31323,,Gary Woodland,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.31323.gary-woodland.html,4,11
1.072,4.289,33413,,Ben Martin,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.33413.ben-martin.html,4,12
1.009,4.036,29720,,Andres Gonzales,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29720.andres-gonzales.html,4,13
.966,3.865,24024,,Zach Johnson,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.24024.zach-johnson.html,4,14
.900,3.601,27129,,Luke List,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.27129.luke-list.html,4,15
.895,3.579,31557,6,Jim Herman,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.31557.jim-herman.html,4,16
.888,3.551,24663,,Y.E. Yang,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.24663.y-e--yang.html,4,17
.882,3.526,24140,,Sean O'Hair,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.24140.sean-o-hair.html,4,18
.835,3.340,30163,,Henrik Norlander,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.30163.henrik-norlander.html,4,19
.828,3.313,23800,,Bryce Molder,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.23800.bryce-molder.html,4,20
.806,3.222,34098,,Russell Henley,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34098.russell-henley.html,4,21
.782,3.127,34264,,Hudson Swafford,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34264.hudson-swafford.html,4,22
.772,3.089,22405,,Justin Rose,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.22405.justin-rose.html,4,23
.738,2.950,28252,,Seamus Power,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.28252.seamus-power.html,4,24
.707,2.826,32816,,Satoshi Kodaira,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.32816.satoshi-kodaira.html,4,25
.646,2.585,28420,,Ryan Brehm,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.28420.ryan-brehm.html,4,26
.583,2.331,21498,,Hideto Tanihara,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.21498.hideto-tanihara.html,4,27
.533,2.132,46601,,Trey Mullinax,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.46601.trey-mullinax.html,4,28
.488,1.952,26851,,Marc Leishman,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.26851.marc-leishman.html,4,29
.465,1.858,25191,,Gonzalo Fernandez-Castaño,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.25191.gonzalo-fernandez-castano.html,4,30
.437,1.749,06567,,Vijay Singh,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.06567.vijay-singh.html,4,31
.420,1.678,25834,,Daniel Summerhays,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.25834.daniel-summerhays.html,4,32
.418,1.671,29221,,Webb Simpson,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29221.webb-simpson.html,4,33
.354,1.414,33122,7,Russell Knox,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.33122.russell-knox.html,4,34
.337,1.347,32448,23,James Hahn,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.32448.james-hahn.html,4,35
.325,1.300,29478,,Kevin Kisner,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29478.kevin-kisner.html,4,36
.314,1.255,45582,,Jared Sawada,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.45582.jared-sawada.html,4,37
.301,1.205,29222,21,Billy Hurley III,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29222.billy-hurley-iii.html,4,38
.264,1.054,24361,8,Pat Perez,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.24361.pat-perez.html,4,39
.245,.979,26476,,Chez Reavie,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.26476.chez-reavie.html,4,40
.228,.910,35891,,Cameron Smith,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.35891.cameron-smith.html,4,41
.219,.877,35261,,Miguel Tabuena,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.35261.miguel-tabuena.html,4,42
.199,.795,34431,,Robert Streb,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34431.robert-streb.html,4,43
.175,.698,34409,,David Lingmerth,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34409.david-lingmerth.html,4,44
.173,.693,20229,,Stewart Cink,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.20229.stewart-cink.html,4,45
.172,.689,39975,,Michael Kim,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.39975.michael-kim.html,4,46
.111,.443,34174,,John Huh,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34174.john-huh.html,4,47
.105,.418,31202,10,William McGirt,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.31202.william-mcgirt.html,4,48
.093,.371,25349,,Tim Wilkinson,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.25349.tim-wilkinson.html,4,49
.084,.334,24507,,Jason Bohn,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.24507.jason-bohn.html,4,50
.070,.279,46501,,Ollie Schniederjans,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.46501.ollie-schniederjans.html,4,51
.069,.274,25396,,Kevin Na,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.25396.kevin-na.html,4,52
.065,.259,34046,3,Jordan Spieth,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34046.jordan-spieth.html,4,53
.045,.179,47128,,Richy Werenski,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.47128.richy-werenski.html,4,54
.026,.103,31560,25,Brian Stuard,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.31560.brian-stuard.html,4,55
.016,.064,49771,,J.T. Poston,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.49771.j-t--poston.html,4,56
.005,.019,47959,,Bryson DeChambeau,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.47959.bryson-dechambeau.html,4,57
-.011,-.046,23325,15,Vaughn Taylor,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.23325.vaughn-taylor.html,4,58
-.055,-.219,33418,,Shawn Stefani,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.33418.shawn-stefani.html,4,59
-.139,-.557,25818,,Scott Piercy,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.25818.scott-piercy.html,4,60
-.283,-1.131,40026,18,Daniel Berger,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.40026.daniel-berger.html,4,61
-.437,-1.747,40058,,Zac Blair,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.40058.zac-blair.html,4,62
-.530,-2.120,29725,28,Tony Finau,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29725.tony-finau.html,4,63
-.562,-2.249,28679,2,Fabián Gómez,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.28679.fabian-gomez.html,4,64
-.613,-2.452,20104,,Ken Duke,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.20104.ken-duke.html,4,65
-.681,-2.723,35879,,Kelly Kraft,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.35879.kelly-kraft.html,4,66
-.819,-3.277,32839,13,Hideki Matsuyama,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.32839.hideki-matsuyama.html,4,67
-.847,-3.389,30110,,Kyle Stanley,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.30110.kyle-stanley.html,4,68
-.888,-3.551,20572,24,Rod Pampling,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.20572.rod-pampling.html,4,69
-1.017,-4.069,29420,,Billy Horschel,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29420.billy-horschel.html,4,70
-1.037,-4.147,23621,,Rory Sabbatini,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.23621.rory-sabbatini.html,4,71
-1.117,-4.469,34262,,Jon Curran,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.34262.jon-curran.html,4,72
-1.129,-4.517,29479,,Scott Brown,2017,Sony Open in Hawaii,4,Tournament Only,https://www.pgatour.com/players/player.29479.scott-brown.html,4,73
1.938,7.752,39954,,Cody Gribble,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.39954.cody-gribble.html,4,1
1.084,4.335,28679,,Fabián Gómez,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.28679.fabian-gomez.html,4,2
1.043,4.170,34046,,Jordan Spieth,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.34046.jordan-spieth.html,4,3
.808,3.232,33448,,Justin Thomas,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.33448.justin-thomas.html,4,4
.781,3.126,34360,,Patrick Reed,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.34360.patrick-reed.html,4,5
.765,3.061,31557,17,Jim Herman,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.31557.jim-herman.html,4,6
.760,3.039,33122,,Russell Knox,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.33122.russell-knox.html,4,7
.673,2.691,24361,,Pat Perez,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.24361.pat-perez.html,4,8
.661,2.645,25632,,Jimmy Walker,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.25632.jimmy-walker.html,4,9
.624,2.496,31202,32,William McGirt,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.31202.william-mcgirt.html,4,10
.589,2.358,26596,,Ryan Moore,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.26596.ryan-moore.html,4,11
.329,1.317,29518,,Brendan Steele,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.29518.brendan-steele.html,4,12
.289,1.157,32839,,Hideki Matsuyama,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.32839.hideki-matsuyama.html,4,13
.190,.762,25686,,Jason Dufner,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.25686.jason-dufner.html,4,14
.168,.671,23325,,Vaughn Taylor,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.23325.vaughn-taylor.html,4,15
.107,.427,20593,,Greg Chalmers,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.20593.greg-chalmers.html,4,16
.029,.115,37455,,Si Woo Kim,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.37455.si-woo-kim.html,4,17
-.068,-.270,40026,,Daniel Berger,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.40026.daniel-berger.html,4,18
-.083,-.334,35506,3,Mackenzie Hughes,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.35506.mackenzie-hughes.html,4,19
-.164,-.655,28089,,Jason Day,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.28089.jason-day.html,4,20
-.454,-1.816,29222,,Billy Hurley III,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.29222.billy-hurley-iii.html,4,21
-.487,-1.949,12716,,Charley Hoffman,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.12716.charley-hoffman.html,4,22
-.551,-2.204,32448,,James Hahn,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.32448.james-hahn.html,4,23
-.564,-2.255,20572,,Rod Pampling,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.20572.rod-pampling.html,4,24
-.639,-2.557,31560,,Brian Stuard,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.31560.brian-stuard.html,4,25
-.704,-2.818,30925,,Dustin Johnson,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.30925.dustin-johnson.html,4,26
-.722,-2.889,27649,16,Brandt Snedeker,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.27649.brandt-snedeker.html,4,27
-.774,-3.097,29725,,Tony Finau,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.29725.tony-finau.html,4,28
-1.303,-5.214,22371,,Aaron Baddeley,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.22371.aaron-baddeley.html,4,29
-1.327,-5.307,27064,,Jhonattan Vegas,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.27064.jhonattan-vegas.html,4,30
-1.358,-5.433,29974,,Branden Grace,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.29974.branden-grace.html,4,31
-1.639,-6.556,25804,,Bubba Watson,2017,Sentry Tournament of Champions,4,Tournament Only,https://www.pgatour.com/players/player.25804.bubba-watson.html,4,32
2.724,8.171,23983,,Luke Donald,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.23983.luke-donald.html,4,1
2.265,6.795,27129,,Luke List,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.27129.luke-list.html,4,2
2.054,6.162,35506,,Mackenzie Hughes,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.35506.mackenzie-hughes.html,4,3
1.992,5.975,46501,,Ollie Schniederjans,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.46501.ollie-schniederjans.html,4,4
1.882,5.646,39975,,Michael Kim,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.39975.michael-kim.html,4,5
1.667,5.000,37454,,Whee Kim,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.37454.whee-kim.html,4,6
1.621,4.863,25562,,Andres Romero,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.25562.andres-romero.html,4,7
1.538,4.615,32150,,Michael Thompson,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.32150.michael-thompson.html,4,8
1.442,4.327,27770,,Camilo Villegas,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.27770.camilo-villegas.html,4,9
1.361,4.083,29420,,Billy Horschel,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.29420.billy-horschel.html,4,10
1.354,4.061,20771,,Steven Alker,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.20771.steven-alker.html,4,11
1.328,3.983,30163,,Henrik Norlander,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.30163.henrik-norlander.html,4,12
1.294,3.883,24925,,Jonathan Byrd,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.24925.jonathan-byrd.html,4,13
1.278,3.833,33461,,Morgan Hoffmann,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.33461.morgan-hoffmann.html,4,14
1.105,3.315,28500,,Martin Flores,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.28500.martin-flores.html,4,15
1.056,3.167,27649,,Brandt Snedeker,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.27649.brandt-snedeker.html,4,16
1.025,3.075,31557,,Jim Herman,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.31557.jim-herman.html,4,17
.983,2.948,37278,,Nicholas Lindheim,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.37278.nicholas-lindheim.html,4,18
.980,2.939,34261,,Scott Langley,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.34261.scott-langley.html,4,19
.922,2.765,34098,,Russell Henley,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.34098.russell-henley.html,4,20
.789,2.367,29485,,Brett Stegmaier,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.29485.brett-stegmaier.html,4,21
.777,2.330,35545,,Blayne Barber,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.35545.blayne-barber.html,4,22
.652,1.955,27963,,Chris Stroud,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.27963.chris-stroud.html,4,23
.647,1.941,24507,,Jason Bohn,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.24507.jason-bohn.html,4,24
.637,1.912,23497,,Tag Ridings,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.23497.tag-ridings.html,4,25
.587,1.760,20229,,Stewart Cink,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.20229.stewart-cink.html,4,26
.551,1.654,34174,,John Huh,2017,The RSM Classic,3,Tournament Only,https://www.pgatour.com/players/player.34174.john-huh.html,4,27
