average,total_sg:putting,player_id,rank_last_week,player_name,season,tournament,measured_rounds,time_period,player_url,rounds,rank_this_week
2.043,8.170,27141,,J.B. Holmes,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.27141.j-b--holmes.html,4,1
1.989,7.956,27895,25,Jonas Blixt,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.27895.jonas-blixt.html,4,2
1.927,7.707,34261,33,Scott Langley,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.34261.scott-langley.html,4,3
1.811,7.245,37455,1,Si Woo Kim,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.37455.si-woo-kim.html,4,4
1.599,6.395,23325,,Vaughn Taylor,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.23325.vaughn-taylor.html,4,5
1.538,6.151,33448,,Justin Thomas,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.33448.justin-thomas.html,4,6
1.233,4.931,33667,,Carlos Ortiz,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.33667.carlos-ortiz.html,4,7
1.224,4.896,29725,5,Tony Finau,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.29725.tony-finau.html,4,8
1.179,4.717,46970,,Jon Rahm,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.46970.jon-rahm.html,4,9
1.177,4.709,26851,,Marc Leishman,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.26851.marc-leishman.html,4,10
1.091,4.364,35879,,Kelly Kraft,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.35879.kelly-kraft.html,4,11
1.057,4.226,22371,,Aaron Baddeley,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.22371.aaron-baddeley.html,4,12
.991,3.965,29484,,Peter Uihlein,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.29484.peter-uihlein.html,4,13
.986,3.944,36699,,Patrick Rodgers,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.36699.patrick-rodgers.html,4,14
.967,3.868,24502,,Adam Scott,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.24502.adam-scott.html,4,15
.849,3.395,27644,,Brian Harman,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.27644.brian-harman.html,4,16
.846,3.382,30925,53,Dustin Johnson,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.30925.dustin-johnson.html,4,17
.820,3.279,21961,,Charles Howell III,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.21961.charles-howell-iii.html,4,18
.751,3.003,26499,37,Rafa Cabrera Bello,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.26499.rafa-cabrera-bello.html,4,19
.720,2.881,28237,,Rory McIlroy,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.28237.rory-mcilroy.html,4,20
.706,2.822,34466,,Peter Malnati,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.34466.peter-malnati.html,4,21
.682,2.726,49771,,J.T. Poston,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.49771.j-t--poston.html,4,22
.680,2.721,49481,,Tae Hee Lee,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.49481.tae-hee-lee.html,4,23
.679,2.714,25804,,Bubba Watson,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.25804.bubba-watson.html,4,24
.644,2.575,29970,,Dylan Frittelli,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.29970.dylan-frittelli.html,4,25
.627,2.506,37275,,Sam Ryder,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.37275.sam-ryder.html,4,26
.586,2.342,35461,,Beau Hossler,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.35461.beau-hossler.html,4,27
.521,2.084,01810,20,Phil Mickelson,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.01810.phil-mickelson.html,4,28
.519,2.077,27556,,"Ted Potter, Jr.",2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.27556.ted-potter--jr-.html,4,29
.488,1.950,26596,,Ryan Moore,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.26596.ryan-moore.html,4,30
.443,1.772,10809,21,Jim Furyk,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.10809.jim-furyk.html,4,31
.434,1.737,47990,,Kyle Jones,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.47990.kyle-jones.html,4,32
.420,1.679,39977,T12,Max Homa,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.39977.max-homa.html,4,33
.407,1.628,32139,,Danny Willett,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.32139.danny-willett.html,4,34
.364,1.455,45526,,Abraham Ancer,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.45526.abraham-ancer.html,4,35
.360,1.441,24361,,Pat Perez,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.24361.pat-perez.html,4,36
.358,1.430,47959,,Bryson DeChambeau,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.47959.bryson-dechambeau.html,4,37
.328,1.312,08793,,Tiger Woods,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.08793.tiger-woods.html,4,38
.311,1.242,01706,,Davis Love III,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.01706.davis-love-iii.html,4,39
.286,1.143,21731,,Freddie Jacobson,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.21731.freddie-jacobson.html,4,40
.227,.906,35450,,Patrick Cantlay,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.35450.patrick-cantlay.html,4,41
.184,.737,25396,,Kevin Na,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.25396.kevin-na.html,4,42
.173,.690,25493,22,Nick Taylor,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.25493.nick-taylor.html,4,43
.161,.642,19846,15,Brian Gay,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.19846.brian-gay.html,4,44
.141,.563,32839,,Hideki Matsuyama,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.32839.hideki-matsuyama.html,4,45
.102,.408,48081,,Xander Schauffele,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.48081.xander-schauffele.html,4,46
.058,.231,34098,,Russell Henley,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.34098.russell-henley.html,4,47
.053,.212,06522,27,Ernie Els,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.06522.ernie-els.html,4,48
.043,.172,27974,60,Sung Kang,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.27974.sung-kang.html,4,49
.036,.144,29908,,C.T. Pan,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.29908.c-t--pan.html,4,50
.024,.096,35139,,Richard Lee,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.35139.richard-lee.html,4,51
-.017,-.068,20472,,Alex Cejka,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.20472.alex-cejka.html,4,52
-.033,-.132,32150,32,Michael Thompson,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.32150.michael-thompson.html,4,53
-.080,-.320,24924,,Bill Haas,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.24924.bill-haas.html,4,54
-.110,-.438,33141,,Keegan Bradley,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.33141.keegan-bradley.html,4,T55
-.110,-.439,34046,41,Jordan Spieth,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.34046.jordan-spieth.html,4,T55
-.113,-.450,28252,,Seamus Power,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.28252.seamus-power.html,4,57
-.130,-.519,31560,44,Brian Stuard,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.31560.brian-stuard.html,4,58
-.157,-.628,29479,,Scott Brown,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.29479.scott-brown.html,4,59
-.177,-.706,27129,,Luke List,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.27129.luke-list.html,4,60
-.250,-1.001,23108,23,Matt Kuchar,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.23108.matt-kuchar.html,4,61
-.270,-1.079,32791,,Kyoung-Hoon Lee,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.32791.kyoung-hoon-lee.html,4,62
-.410,-1.640,35891,,Cameron Smith,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.35891.cameron-smith.html,4,63
-.428,-1.711,33399,40,Adam Hadwin,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.33399.adam-hadwin.html,4,64
-.484,-1.935,36799,,Stephan Jaeger,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.36799.stephan-jaeger.html,4,T65
-.484,-1.936,21209,,Sergio Garcia,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.21209.sergio-garcia.html,4,T65
-.590,-2.360,30911,38,Tommy Fleetwood,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.30911.tommy-fleetwood.html,4,67
-.814,-3.256,33418,,Shawn Stefani,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.33418.shawn-stefani.html,4,68
-.939,-3.756,27408,,Martin Kaymer,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.27408.martin-kaymer.html,4,69
-.999,-3.994,30944,,Jason Kokrak,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.30944.jason-kokrak.html,4,70
-1.089,-4.357,45486,,Joaquin Niemann,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.45486.joaquin-niemann.html,4,71
-1.102,-4.407,49298,,Kramer Hickok,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.49298.kramer-hickok.html,4,72
-1.222,-4.888,25364,51,Paul Casey,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.25364.paul-casey.html,4,73
-1.383,-5.530,24358,,Robert Garrigus,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.24358.robert-garrigus.html,4,74
-1.720,-6.878,39954,48,Cody Gribble,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.39954.cody-gribble.html,4,75
-2.076,-8.304,25632,,Jimmy Walker,2019,The Genesis Invitational,4,Tournament Only,https://www.pgatour.com/players/player.25632.jimmy-walker.html,4,76
2.212,4.423,37455,,Si Woo Kim,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.37455.si-woo-kim.html,4,1
2.013,4.025,25900,,Lucas Glover,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.25900.lucas-glover.html,4,2
1.862,3.723,35376,,Roberto Díaz,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.35376.roberto-diaz.html,4,3
1.709,3.418,34360,,Patrick Reed,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.34360.patrick-reed.html,4,4
1.659,3.318,29725,,Tony Finau,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.29725.tony-finau.html,4,5
1.608,3.215,27963,2,Chris Stroud,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.27963.chris-stroud.html,4,6
1.458,2.915,30191,,Julián Etulain,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.30191.julian-etulain.html,4,7
1.455,2.910,23788,,D.J. Trahan,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.23788.d-j--trahan.html,4,8
1.235,2.469,47347,66,Adam Schenk,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.47347.adam-schenk.html,4,9
1.200,2.399,39327,,Ben Silverman,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.39327.ben-silverman.html,4,10
1.177,2.354,52372,T21,Cameron Champ,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.52372.cameron-champ.html,4,11
1.114,2.228,39977,43,Max Homa,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.39977.max-homa.html,4,T12
1.114,2.227,29223,,Sam Saunders,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.29223.sam-saunders.html,4,T12
.944,1.888,26476,9,Chez Reavie,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.26476.chez-reavie.html,4,14
.930,1.860,19846,10,Brian Gay,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.19846.brian-gay.html,4,15
.858,1.715,29478,31,Kevin Kisner,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.29478.kevin-kisner.html,4,16
.837,1.674,30946,,Alex Prugh,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.30946.alex-prugh.html,4,17
.746,1.491,28775,,Nate Lashley,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.28775.nate-lashley.html,4,18
.710,1.420,27214,62,Kevin Streelman,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.27214.kevin-streelman.html,4,19
.706,1.411,01810,,Phil Mickelson,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.01810.phil-mickelson.html,4,20
.691,1.382,10809,,Jim Furyk,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.10809.jim-furyk.html,4,21
.642,1.284,25493,,Nick Taylor,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.25493.nick-taylor.html,4,22
.641,1.281,23108,T21,Matt Kuchar,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.23108.matt-kuchar.html,4,23
.627,1.254,37380,,Curtis Luck,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.37380.curtis-luck.html,4,24
.622,1.244,27895,,Jonas Blixt,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.27895.jonas-blixt.html,4,25
.607,1.213,25572,,Graeme McDowell,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.25572.graeme-mcdowell.html,4,26
.603,1.205,06522,,Ernie Els,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.06522.ernie-els.html,4,27
.563,1.126,24925,,Jonathan Byrd,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.24925.jonathan-byrd.html,4,28
.509,1.017,30786,,Brady Schnell,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.30786.brady-schnell.html,4,29
.449,.897,28307,,Matt Every,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.28307.matt-every.html,4,30
.426,.851,34256,,Andrew Putnam,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.34256.andrew-putnam.html,4,31
.313,.625,32150,,Michael Thompson,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.32150.michael-thompson.html,4,32
.292,.583,34261,,Scott Langley,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.34261.scott-langley.html,4,33
.255,.510,45157,,Cameron Davis,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.45157.cameron-davis.html,4,34
.249,.497,33122,17,Russell Knox,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.33122.russell-knox.html,4,35
.234,.467,35617,,Martin Trainer,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.35617.martin-trainer.html,4,36
.168,.335,26499,,Rafa Cabrera Bello,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.26499.rafa-cabrera-bello.html,4,37
.150,.300,30911,,Tommy Fleetwood,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.30911.tommy-fleetwood.html,4,38
.110,.219,28089,,Jason Day,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.28089.jason-day.html,4,39
.061,.121,33399,48,Adam Hadwin,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.33399.adam-hadwin.html,4,40
.022,.044,34046,,Jordan Spieth,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.34046.jordan-spieth.html,4,41
-.068,-.135,29974,16,Branden Grace,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.29974.branden-grace.html,4,42
-.166,-.331,27330,,Josh Teater,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.27330.josh-teater.html,4,43
-.209,-.417,31560,33,Brian Stuard,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.31560.brian-stuard.html,4,44
-.246,-.491,26300,,Matt Jones,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.26300.matt-jones.html,4,45
-.286,-.572,26951,,Johnson Wagner,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.26951.johnson-wagner.html,4,46
-.351,-.701,30692,,Scott Stallings,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.30692.scott-stallings.html,4,47
-.443,-.885,39954,,Cody Gribble,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.39954.cody-gribble.html,4,48
-.479,-.957,35421,59,Brandon Harkins,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.35421.brandon-harkins.html,4,49
-.525,-1.049,22913,,John Rollins,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.22913.john-rollins.html,4,50
-.546,-1.092,25364,,Paul Casey,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.25364.paul-casey.html,4,51
-.571,-1.142,46601,20,Trey Mullinax,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.46601.trey-mullinax.html,4,52
-.587,-1.173,30925,,Dustin Johnson,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.30925.dustin-johnson.html,4,53
-.668,-1.335,50526,,Tom Lovelady,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.50526.tom-lovelady.html,4,54
-.742,-1.484,33419,,Cameron Tringale,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.33419.cameron-tringale.html,4,55
-.748,-1.495,32200,,Roberto Castro,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.32200.roberto-castro.html,4,56
-.891,-1.782,49766,,Hank Lebioda,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.49766.hank-lebioda.html,4,57
-.971,-1.942,25818,5,Scott Piercy,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.25818.scott-piercy.html,4,58
-1.270,-2.539,45609,,Tyler Duncan,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.45609.tyler-duncan.html,4,59
-1.506,-3.011,27974,,Sung Kang,2019,AT&T Pebble Beach Pro-Am,2,Tournament Only,https://www.pgatour.com/players/player.27974.sung-kang.html,4,60
2.385,9.538,32102,66,Rickie Fowler,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.32102.rickie-fowler.html,4,1
2.182,8.727,27963,12,Chris Stroud,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.27963.chris-stroud.html,4,2
2.048,8.192,30978,,Kiradech Aphibarnrat,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.30978.kiradech-aphibarnrat.html,4,3
1.500,5.999,26758,,David Hearn,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.26758.david-hearn.html,4,4
1.362,5.449,25818,,Scott Piercy,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.25818.scott-piercy.html,4,5
1.348,5.390,29420,21,Billy Horschel,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.29420.billy-horschel.html,4,6
1.244,4.974,48081,16,Xander Schauffele,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.48081.xander-schauffele.html,4,7
1.221,4.883,35461,48,Beau Hossler,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.35461.beau-hossler.html,4,8
1.151,4.602,26476,,Chez Reavie,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.26476.chez-reavie.html,4,9
1.136,4.545,19846,,Brian Gay,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.19846.brian-gay.html,4,10
1.127,4.508,27936,41,Martin Laird,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.27936.martin-laird.html,4,11
1.082,4.326,25632,,Jimmy Walker,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.25632.jimmy-walker.html,4,12
1.069,4.275,24781,,Hunter Mahan,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.24781.hunter-mahan.html,4,13
1.065,4.259,49771,35,J.T. Poston,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.49771.j-t--poston.html,4,14
.995,3.980,27095,73,Nick Watney,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.27095.nick-watney.html,4,15
.979,3.914,29974,,Branden Grace,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.29974.branden-grace.html,4,16
.974,3.895,33122,67,Russell Knox,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.33122.russell-knox.html,4,17
.966,3.865,35891,3,Cameron Smith,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.35891.cameron-smith.html,4,18
.910,3.641,35532,,Tom Hoge,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.35532.tom-hoge.html,4,19
.895,3.579,46601,60,Trey Mullinax,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.46601.trey-mullinax.html,4,20
.852,3.409,52372,,Cameron Champ,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.52372.cameron-champ.html,4,T21
.852,3.408,23108,,Matt Kuchar,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.23108.matt-kuchar.html,4,T21
.832,3.329,27649,51,Brandt Snedeker,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.27649.brandt-snedeker.html,4,23
.783,3.131,34563,,Chesson Hadley,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.34563.chesson-hadley.html,4,24
.782,3.127,46970,50,Jon Rahm,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.46970.jon-rahm.html,4,25
.677,2.707,39324,,J.J. Spaun,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.39324.j-j--spaun.html,4,26
.675,2.701,45734,,John Catlin,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.45734.john-catlin.html,4,27
.669,2.674,33448,,Justin Thomas,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.33448.justin-thomas.html,4,28
.651,2.602,47993,,Denny McCarthy,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.47993.denny-mccarthy.html,4,29
.638,2.550,34021,17,Bud Cauley,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.34021.bud-cauley.html,4,30
.553,2.211,29478,,Kevin Kisner,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.29478.kevin-kisner.html,4,31
.373,1.491,56278,,Matthew Wolff,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.56278.matthew-wolff.html,4,32
.364,1.456,31560,,Brian Stuard,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.31560.brian-stuard.html,4,33
.361,1.443,20229,,Stewart Cink,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.20229.stewart-cink.html,4,34
.360,1.439,29926,,Danny Lee,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.29926.danny-lee.html,4,35
.344,1.374,12716,,Charley Hoffman,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.12716.charley-hoffman.html,4,36
.307,1.228,34174,11,John Huh,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.34174.john-huh.html,4,37
.270,1.079,27349,,Alex Noren,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.27349.alex-noren.html,4,38
.248,.990,30944,7,Jason Kokrak,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.30944.jason-kokrak.html,4,39
.246,.985,34098,,Russell Henley,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.34098.russell-henley.html,4,T40
.246,.985,39971,64,Sungjae Im,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.39971.sungjae-im.html,4,T40
.244,.976,21731,,Freddie Jacobson,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.21731.freddie-jacobson.html,4,42
.238,.952,39977,,Max Homa,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.39977.max-homa.html,4,43
.146,.582,29221,,Webb Simpson,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.29221.webb-simpson.html,4,44
.115,.460,23320,56,Ryan Palmer,2019,Waste Management Phoenix Open,4,Tournament Only,https://www.pgatour.com/players/player.23320.ryan-palmer.html,4,45
