tournament_id,tournament_name,season,start_date,end_date,is_major,purse,course_name,yards,par,num_holes
251,FBR Open,2006,2006-02-02T08:00Z,2006-02-05T08:00Z,False,5200000.0,TPC Scottsdale,0,0,18
252,AT&T Pebble Beach National Pro-Am,2006,2006-02-09T08:00Z,2006-02-12T08:00Z,False,5400000.0,Spyglass Hill GC,0,0,18
252,AT&T Pebble Beach National Pro-Am,2006,2006-02-09T08:00Z,2006-02-12T08:00Z,False,5400000.0,Pebble Beach Golf Links,6822,72,18
252,AT&T Pebble Beach National Pro-Am,2006,2006-02-09T08:00Z,2006-02-12T08:00Z,False,5400000.0,Poppy Hills GC,0,0,0
255,Nissan Open,2006,2006-02-16T08:00Z,2006-02-19T08:00Z,False,5100000.0,Riviera Country Club,0,0,18
280,World Golf Championships-Accenture Match Play Cham,2006,2006-02-22T08:00Z,2006-02-26T08:00Z,False,7500000.0,La Costa-South Course,7247,72,18
249,Chrysler Classic of Tucson,2006,2006-02-23T08:00Z,2006-02-26T08:00Z,False,3000000.0,Omni Tucson National Golf Resort and Spa,7213,72,18
256,Ford Championship at Doral,2006,2006-03-02T08:00Z,2006-03-05T08:00Z,False,5500000.0,Doral Golf Resort and Spa,0,0,0
257,The Honda Classic,2006,2006-03-09T08:00Z,2006-03-12T08:00Z,False,5500000.0,The Country Club at Mirasol-Sunrise,7416,72,18
258,Bay Hill Invitational Presented by MasterCard,2006,2006-03-16T08:00Z,2006-03-19T08:00Z,False,5500000.0,Bay Hill Club & Lodge,0,0,18
259,THE PLAYERS Championship,2006,2006-03-23T08:00Z,2006-03-26T08:00Z,False,8000000.0,TPC Sawgrass,0,0,18
260,BellSouth Classic,2006,2006-03-30T08:00Z,2006-04-02T08:00Z,False,5300000.0,TPC Sugarloaf,7311,72,54
261,Masters Tournament,2006,2006-04-06T07:00Z,2006-04-09T07:00Z,True,7000000.0,Augusta National Golf Club,0,0,18
262,Verizon Heritage,2006,2006-04-13T07:00Z,2006-04-16T07:00Z,False,5300000.0,Harbour Town Golf Links,0,0,18
263,Shell Houston Open,2006,2006-04-20T07:00Z,2006-04-23T07:00Z,False,5500000.0,Golf Club of Houston,0,0,18
294,Zurich Classic of New Orleans,2006,2006-04-27T07:00Z,2006-04-30T07:00Z,False,6000000.0,English Turn,7078,72,18
282,Wachovia Championship,2006,2006-05-04T07:00Z,2006-05-07T07:00Z,False,6300000.0,Quail Hollow Club,0,0,18
264,EDS Byron Nelson Championship,2006,2006-05-11T07:00Z,2006-05-14T07:00Z,False,6200000.0,TPC Four Seasons Resort,0,0,18
264,EDS Byron Nelson Championship,2006,2006-05-11T07:00Z,2006-05-14T07:00Z,False,6200000.0,TPC Four Seasons-Cottonwood Valley,6847,70,18
265,Bank of America Colonial,2006,2006-05-18T07:00Z,2006-05-21T07:00Z,False,6000000.0,TPC Four Seasons Resort,7022,70,18
265,Bank of America Colonial,2006,2006-05-18T07:00Z,2006-05-21T07:00Z,False,6000000.0,TPC Four Seasons-Cottonwood Valley,6847,70,18
265,Bank of America Colonial,2006,2006-05-18T07:00Z,2006-05-21T07:00Z,False,6000000.0,Colonial CC,0,0,18
270,FedEx St. Jude Classic,2006,2006-05-25T07:00Z,2006-05-28T07:00Z,False,5200000.0,TPC Southwind,0,0,18
267,the Memorial Tournament,2006,2006-06-01T07:00Z,2006-06-04T07:00Z,False,5750000.0,Muirfield Village GC,0,0,18
268,Barclays Classic,2006,2006-06-08T07:00Z,2006-06-11T07:00Z,False,5750000.0,Westchester CC,6839,71,18
