"","tournament","season","tournament_id.x","player_id","player_name","player_url","average_putting","total_sg_putting","rank_last_week_putting","measured_rounds_putting","time_period_putting","rounds_putting","rank_this_week_putting","total_sg_ott","measured_rounds_ott","average_ott","rounds_ott","rank_this_week_ott","rank_last_week_ott","time_period_ott","events","money","rank_this_week","rank_last_week","time_period"
"2","A Military Tribute at The Greenbrier",2010,"t490","25345","Carl Pettersson","https://www.pgatour.com/players/player.25345.carl-pettersson.html",1.445,5.78,"3",4,"Tournament Only",4,"8",-4.607,4,-1.152,4,"76","33","Tournament Only",1,13893,"5","1","Tournament Only"
"3","A Military Tribute at The Greenbrier",2010,"t490","26289","Boo Weekley","https://www.pgatour.com/players/player.26289.boo-weekley.html",0.402,1.607,"999",4,"Tournament Only",4,"35",2.659,4,0.665,4,"16","999","Tournament Only",1,138857,"9","999","Tournament Only"
"4","A Military Tribute at The Greenbrier",2010,"t490","08725","Tom Gillis","https://www.pgatour.com/players/player.08725.tom-gillis.html",0.638,2.552,"999",4,"Tournament Only",4,"26",1.115,4,0.279,4,"38","999","Tournament Only",1,17160,"4","999","Tournament Only"
"5","A Military Tribute at The Greenbrier",2010,"t490","12782","Tim Herron","https://www.pgatour.com/players/player.12782.tim-herron.html",0.189,0.755,"43",4,"Tournament Only",4,"48",1.858,4,0.465,4,"26","58","Tournament Only",1,13893,"5","3","Tournament Only"
"6","A Military Tribute at The Greenbrier",2010,"t490","21961","Charles Howell III","https://www.pgatour.com/players/player.21961.charles-howell-iii.html",0.214,0.854,"47",4,"Tournament Only",4,"46",2.653,4,0.663,4,"17","39","Tournament Only",1,138857,"9","3","Tournament Only"
"7","A Military Tribute at The Greenbrier",2010,"t490","25190","Jeff Quinney","https://www.pgatour.com/players/player.25190.jeff-quinney.html",1.598,6.392,"23",4,"Tournament Only",4,"7",-3.702,4,-0.926,4,"72","36","Tournament Only",1,12120,"6","4","Tournament Only"
"8","A Military Tribute at The Greenbrier",2010,"t490","26420","Richard Johnson","https://www.pgatour.com/players/player.26420.richard-johnson.html",1.224,4.896,"999",4,"Tournament Only",4,"13",-0.405,4,-0.101,4,"59","999","Tournament Only",1,47460,"2","999","Tournament Only"
"9","A Military Tribute at The Greenbrier",2010,"t490","26695","Michael Letzig","https://www.pgatour.com/players/player.26695.michael-letzig.html",-0.827,-3.306,"1",4,"Tournament Only",4,"73",4.431,4,1.108,4,"4","44","Tournament Only",1,47460,"2","4","Tournament Only"
"10","A Military Tribute at The Greenbrier",2010,"t490","27141","J.B. Holmes","https://www.pgatour.com/players/player.27141.j-b--holmes.html",0.169,0.674,"999",4,"Tournament Only",4,"49",5.864,4,1.466,4,"3","999","Tournament Only",1,90000,"1","999","Tournament Only"
"11","A Military Tribute at The Greenbrier",2010,"t490","28620","Aron Price","https://www.pgatour.com/players/player.28620.aron-price.html",-0.304,-1.216,"999",4,"Tournament Only",4,"63",0.622,4,0.156,4,"45","999","Tournament Only",1,138857,"9","999","Tournament Only"
"12","A Military Tribute at The Greenbrier",2010,"t490","25240","D.A. Points","https://www.pgatour.com/players/player.25240.d-a--points.html",1.297,5.189,"999",4,"Tournament Only",4,"11",2.755,4,0.689,4,"14","999","Tournament Only",1,226200,"4","999","Tournament Only"
"13","A Military Tribute at The Greenbrier",2010,"t490","25396","Kevin Na","https://www.pgatour.com/players/player.25396.kevin-na.html",0.273,1.092,"7",4,"Tournament Only",4,"42",-0.743,4,-0.186,4,"63","64","Tournament Only",1,25833,"3","1","Tournament Only"
"14","A Military Tribute at The Greenbrier",2010,"t490","12602","Dean Wilson","https://www.pgatour.com/players/player.12602.dean-wilson.html",1.368,5.473,"2",4,"Tournament Only",4,"9",-1.301,4,-0.325,4,"67","50","Tournament Only",1,47460,"2","2","Tournament Only"
"15","A Military Tribute at The Greenbrier",2010,"t490","20498","Briny Baird","https://www.pgatour.com/players/player.20498.briny-baird.html",-0.131,-0.524,"56",4,"Tournament Only",4,"59",1.359,4,0.34,4,"33","65","Tournament Only",1,47460,"2","3","Tournament Only"
"16","A Military Tribute at The Greenbrier",2010,"t490","20593","Greg Chalmers","https://www.pgatour.com/players/player.20593.greg-chalmers.html",0.462,1.846,"11",4,"Tournament Only",4,"31",-1.801,4,-0.45,4,"68","6","Tournament Only",1,13893,"5","4","Tournament Only"
"17","A Military Tribute at The Greenbrier",2010,"t490","20663","Brenden Pappas","https://www.pgatour.com/players/player.20663.brenden-pappas.html",1.649,6.594,"50",4,"Tournament Only",4,"5",-4.315,4,-1.079,4,"75","60","Tournament Only",1,13893,"5","3","Tournament Only"
"18","A Military Tribute at The Greenbrier",2010,"t490","23322","Brett Wetterich","https://www.pgatour.com/players/player.23322.brett-wetterich.html",0.657,2.627,"999",4,"Tournament Only",4,"25",3.082,4,0.771,4,"11","999","Tournament Only",1,47460,"2","999","Tournament Only"
"19","A Military Tribute at The Greenbrier",2010,"t490","23541","Ben Crane","https://www.pgatour.com/players/player.23541.ben-crane.html",-0.108,-0.433,"999",4,"Tournament Only",4,"57",0.063,4,0.016,4,"51","999","Tournament Only",1,47460,"2","999","Tournament Only"
"20","A Military Tribute at The Greenbrier",2010,"t490","25818","Scott Piercy","https://www.pgatour.com/players/player.25818.scott-piercy.html",0.233,0.931,"999",4,"Tournament Only",4,"44",1.776,4,0.444,4,"28","999","Tournament Only",1,90000,"1","999","Tournament Only"
"21","A Military Tribute at The Greenbrier",2010,"t490","27466","Spencer Levin","https://www.pgatour.com/players/player.27466.spencer-levin.html",1.129,4.516,"49",4,"Tournament Only",4,"15",0.652,4,0.163,4,"44","63","Tournament Only",1,47460,"2","5","Tournament Only"
"22","A Military Tribute at The Greenbrier",2010,"t490","28475","Jeff Overton","https://www.pgatour.com/players/player.28475.jeff-overton.html",0.497,1.989,"999",4,"Tournament Only",4,"30",6.077,4,1.519,4,"2","999","Tournament Only",1,648000,"2","999","Tournament Only"
"23","A Military Tribute at The Greenbrier",2010,"t490","10860","Justin Leonard","https://www.pgatour.com/players/player.10860.justin-leonard.html",0.958,3.833,"999",4,"Tournament Only",4,"17",-0.211,4,-0.053,4,"57","999","Tournament Only",1,47460,"2","999","Tournament Only"
"24","A Military Tribute at The Greenbrier",2010,"t490","20160","Charlie Wi","https://www.pgatour.com/players/player.20160.charlie-wi.html",0.408,1.63,"36",4,"Tournament Only",4,"34",-0.43,4,-0.108,4,"60","15","Tournament Only",1,12900,"6","4","Tournament Only"
"25","A Military Tribute at The Greenbrier",2010,"t490","21209","Sergio Garcia","https://www.pgatour.com/players/player.21209.sergio-garcia.html",-0.468,-1.872,"999",4,"Tournament Only",4,"69",1.075,4,0.269,4,"39","999","Tournament Only",1,12900,"6","999","Tournament Only"
"26","A Military Tribute at The Greenbrier",2010,"t490","21949","Joe Ogilvie","https://www.pgatour.com/players/player.21949.joe-ogilvie.html",0.398,1.592,"37",4,"Tournament Only",4,"36",-4.213,4,-1.053,4,"74","14","Tournament Only",1,13893,"5","4","Tournament Only"
"27","A Military Tribute at The Greenbrier",2010,"t490","22371","Aaron Baddeley","https://www.pgatour.com/players/player.22371.aaron-baddeley.html",0.914,3.655,"40",4,"Tournament Only",4,"18",1.004,4,0.251,4,"40","19","Tournament Only",1,25833,"3","5","Tournament Only"
"28","A Military Tribute at The Greenbrier",2010,"t490","23349","Charles Warren","https://www.pgatour.com/players/player.23349.charles-warren.html",0.003,0.01,"999",4,"Tournament Only",4,"54",2.225,4,0.556,4,"21","999","Tournament Only",1,12120,"6","999","Tournament Only"
"29","A Military Tribute at The Greenbrier",2010,"t490","23353","J.J. Henry","https://www.pgatour.com/players/player.23353.j-j--henry.html",-0.782,-3.128,"33",4,"Tournament Only",4,"72",7.157,4,1.789,4,"1","26","Tournament Only",1,25833,"3","2","Tournament Only"
"30","A Military Tribute at The Greenbrier",2010,"t490","24361","Pat Perez","https://www.pgatour.com/players/player.24361.pat-perez.html",1.168,4.67,"999",4,"Tournament Only",4,"14",-0.065,4,-0.016,4,"55","999","Tournament Only",1,138857,"9","999","Tournament Only"
"31","A Military Tribute at The Greenbrier",2010,"t490","26851","Marc Leishman","https://www.pgatour.com/players/player.26851.marc-leishman.html",-0.367,-1.468,"999",4,"Tournament Only",4,"65",1.781,4,0.445,4,"27","999","Tournament Only",1,90000,"1","999","Tournament Only"
"32","A Military Tribute at The Greenbrier",2010,"t490","27649","Brandt Snedeker","https://www.pgatour.com/players/player.27649.brandt-snedeker.html",0.738,2.952,"999",4,"Tournament Only",4,"21",0.057,4,0.014,4,"52","999","Tournament Only",1,90000,"1","999","Tournament Only"
"33","A Military Tribute at The Greenbrier",2010,"t490","01320","Bob Estes","https://www.pgatour.com/players/player.01320.bob-estes.html",-0.414,-1.654,"18",4,"Tournament Only",4,"67",-0.773,4,-0.193,4,"64","52","Tournament Only",1,47460,"2","4","Tournament Only"
"34","A Military Tribute at The Greenbrier",2010,"t490","29285","Brent Delahoussaye","https://www.pgatour.com/players/player.29285.brent-delahoussaye.html",-0.251,-1.002,"29",4,"Tournament Only",4,"62",-2.195,4,-0.549,4,"69","53","Tournament Only",1,13893,"5","6","Tournament Only"
"35","A Military Tribute at The Greenbrier",2010,"t490","06004","Stephen Ames","https://www.pgatour.com/players/player.06004.stephen-ames.html",1.368,5.47,"41",4,"Tournament Only",4,"9",1.273,4,0.318,4,"35","71","Tournament Only",1,47460,"2","5","Tournament Only"
"36","A Military Tribute at The Greenbrier",2010,"t490","06621","Joe Durant","https://www.pgatour.com/players/player.06621.joe-durant.html",-0.382,-1.527,"72",4,"Tournament Only",4,"66",3.925,4,0.981,4,"8","4","Tournament Only",1,11460,"7","6","Tournament Only"
"37","A Military Tribute at The Greenbrier",2010,"t490","07867","Woody Austin","https://www.pgatour.com/players/player.07867.woody-austin.html",2.055,8.218,"66",4,"Tournament Only",4,"1",-2.336,4,-0.584,4,"70","43","Tournament Only",1,226200,"4","5","Tournament Only"
"38","A Military Tribute at The Greenbrier",2010,"t490","10425","Jay Williamson","https://www.pgatour.com/players/player.10425.jay-williamson.html",0.093,0.373,"6",4,"Tournament Only",4,"53",1.58,4,0.395,4,"30","32","Tournament Only",1,17160,"4","3","Tournament Only"
"39","A Military Tribute at The Greenbrier",2010,"t490","10585","Scott McCarron","https://www.pgatour.com/players/player.10585.scott-mccarron.html",0.728,2.913,"10",4,"Tournament Only",4,"22",0.4,4,0.1,4,"47","55","Tournament Only",1,25833,"3","5","Tournament Only"
"40","A Military Tribute at The Greenbrier",2010,"t490","10809","Jim Furyk","https://www.pgatour.com/players/player.10809.jim-furyk.html",0.763,3.05,"999",4,"Tournament Only",4,"19",-0.841,4,-0.21,4,"65","999","Tournament Only",1,138857,"9","999","Tournament Only"
"41","A Military Tribute at The Greenbrier",2010,"t490","11123","Chris Couch","https://www.pgatour.com/players/player.11123.chris-couch.html",0.575,2.298,"999",4,"Tournament Only",4,"28",2.962,4,0.741,4,"12","999","Tournament Only",1,25833,"3","999","Tournament Only"
"42","A Military Tribute at The Greenbrier",2010,"t490","20098","Stuart Appleby","https://www.pgatour.com/players/player.20098.stuart-appleby.html",2.009,8.036,"24",4,"Tournament Only",4,"3",2.022,4,0.506,4,"24","59","Tournament Only",1,1080000,"1","3","Tournament Only"
"43","A Military Tribute at The Greenbrier",2010,"t490","20436","Garrett Willis","https://www.pgatour.com/players/player.20436.garrett-willis.html",0.248,0.99,"999",4,"Tournament Only",4,"43",-0.082,4,-0.021,4,"56","999","Tournament Only",1,25833,"3","999","Tournament Only"
"44","A Military Tribute at The Greenbrier",2010,"t490","20574","Mathew Goggin","https://www.pgatour.com/players/player.20574.mathew-goggin.html",-0.697,-2.788,"999",4,"Tournament Only",4,"71",2.32,4,0.58,4,"20","999","Tournament Only",1,17160,"4","999","Tournament Only"
"45","A Military Tribute at The Greenbrier",2010,"t490","20645","John Senden","https://www.pgatour.com/players/player.20645.john-senden.html",0.315,1.26,"999",4,"Tournament Only",4,"38",0.79,4,0.198,4,"42","999","Tournament Only",1,47460,"2","999","Tournament Only"
"46","A Military Tribute at The Greenbrier",2010,"t490","20686","Jeev Milkha Singh","https://www.pgatour.com/players/player.20686.jeev-milkha-singh.html",-0.077,-0.308,"68",4,"Tournament Only",4,"56",2.151,4,0.538,4,"23","73","Tournament Only",1,17160,"4","5","Tournament Only"
"47","A Military Tribute at The Greenbrier",2010,"t490","32617","Jerod Turner","https://www.pgatour.com/players/player.32617.jerod-turner.html",0.11,0.439,"999",4,"Tournament Only",4,"52",0.017,4,0.004,4,"53","999","Tournament Only",1,11820,"7","999","Tournament Only"
"48","A Military Tribute at The Greenbrier",2010,"t490","21407","Arjun Atwal","https://www.pgatour.com/players/player.21407.arjun-atwal.html",0.23,0.92,"999",4,"Tournament Only",4,"45",-0.963,4,-0.241,4,"66","999","Tournament Only",1,12120,"6","6","Tournament Only"
"49","A Military Tribute at The Greenbrier",2010,"t490","22621","Ben Curtis","https://www.pgatour.com/players/player.22621.ben-curtis.html",-0.023,-0.091,"999",4,"Tournament Only",4,"55",-0.597,4,-0.149,4,"61","999","Tournament Only",1,13893,"5","999","Tournament Only"
"50","A Military Tribute at The Greenbrier",2010,"t490","22913","John Rollins","https://www.pgatour.com/players/player.22913.john-rollins.html",0.327,1.307,"999",4,"Tournament Only",4,"37",4.288,4,1.072,4,"5","999","Tournament Only",1,47460,"2","999","Tournament Only"
"51","A Military Tribute at The Greenbrier",2010,"t490","23638","Brendon de Jonge","https://www.pgatour.com/players/player.23638.brendon-de-jonge.html",0.149,0.596,"32",4,"Tournament Only",4,"50",2.201,4,0.55,4,"22","16","Tournament Only",1,408000,"3","1","Tournament Only"
"52","A Military Tribute at The Greenbrier",2010,"t490","27436","Graham DeLaet","https://www.pgatour.com/players/player.27436.graham-delaet.html",1.804,7.217,"999",4,"Tournament Only",4,"4",0.832,4,0.208,4,"41","999","Tournament Only",1,17160,"4","999","Tournament Only"
"53","A Military Tribute at The Greenbrier",2010,"t490","24925","Jonathan Byrd","https://www.pgatour.com/players/player.24925.jonathan-byrd.html",-0.13,-0.521,"999",4,"Tournament Only",4,"58",2.958,4,0.74,4,"13","999","Tournament Only",1,47460,"2","999","Tournament Only"
"54","A Military Tribute at The Greenbrier",2010,"t490","25632","Jimmy Walker","https://www.pgatour.com/players/player.25632.jimmy-walker.html",0.745,2.98,"17",4,"Tournament Only",4,"20",3.261,4,0.815,4,"10","29","Tournament Only",1,226200,"4","1","Tournament Only"
"55","A Military Tribute at The Greenbrier",2010,"t490","25720","Chad Collins","https://www.pgatour.com/players/player.25720.chad-collins.html",1.047,4.189,"999",4,"Tournament Only",4,"16",-5.885,4,-1.471,4,"77","999","Tournament Only",1,13893,"5","999","Tournament Only"
"56","A Military Tribute at The Greenbrier",2010,"t490","26287","Roland Thatcher","https://www.pgatour.com/players/player.26287.roland-thatcher.html",-0.866,-3.464,"999",4,"Tournament Only",4,"74",1.515,4,0.379,4,"31","999","Tournament Only",1,12900,"6","999","Tournament Only"
"57","A Military Tribute at The Greenbrier",2010,"t490","27120","Troy Matteson","https://www.pgatour.com/players/player.27120.troy-matteson.html",-0.318,-1.27,"999",4,"Tournament Only",4,"64",0.68,4,0.17,4,"43","999","Tournament Only",1,138857,"9","999","Tournament Only"
"58","A Military Tribute at The Greenbrier",2010,"t490","27797","Derek Lamely","https://www.pgatour.com/players/player.27797.derek-lamely.html",0.693,2.771,"999",4,"Tournament Only",4,"24",3.317,4,0.829,4,"9","999","Tournament Only",1,25833,"3","999","Tournament Only"
"59","A Military Tribute at The Greenbrier",2010,"t490","27963","Chris Stroud","https://www.pgatour.com/players/player.27963.chris-stroud.html",0.443,1.77,"27",4,"Tournament Only",4,"32",1.641,4,0.41,4,"29","54","Tournament Only",1,138857,"9","4","Tournament Only"
"60","A Military Tribute at The Greenbrier",2010,"t490","07363","Craig Bowden","https://www.pgatour.com/players/player.07363.craig-bowden.html",0.204,0.816,"999",4,"Tournament Only",4,"47",0.318,4,0.08,4,"48","999","Tournament Only",1,12900,"6","999","Tournament Only"
"61","A Military Tribute at The Greenbrier",2010,"t490","29910","Blake Adams","https://www.pgatour.com/players/player.29910.blake-adams.html",0.609,2.437,"5",4,"Tournament Only",4,"27",2.668,4,0.667,4,"15","28","Tournament Only",1,12900,"6","2","Tournament Only"
"62","A Military Tribute at The Greenbrier",2010,"t490","06251","Chris DiMarco","https://www.pgatour.com/players/player.06251.chris-dimarco.html",-1.009,-4.036,"45",4,"Tournament Only",4,"75",0.19,4,0.048,4,"49","46","Tournament Only",1,11460,"7","2","Tournament Only"
"63","A Military Tribute at The Greenbrier",2010,"t490","07457","Steve Flesch","https://www.pgatour.com/players/player.07457.steve-flesch.html",0.133,0.533,"65",4,"Tournament Only",4,"51",0.409,4,0.102,4,"46","38","Tournament Only",1,12420,"6","6","Tournament Only"
"64","A Military Tribute at The Greenbrier",2010,"t490","08375","Paul Stankowski","https://www.pgatour.com/players/player.08375.paul-stankowski.html",2.047,8.189,"999",4,"Tournament Only",4,"2",-0.041,4,-0.01,4,"54","999","Tournament Only",1,226200,"4","999","Tournament Only"
"65","A Military Tribute at The Greenbrier",2010,"t490","20127","Chris Riley","https://www.pgatour.com/players/player.20127.chris-riley.html",1.616,6.464,"61",4,"Tournament Only",4,"6",1.151,4,0.288,4,"3","9","Tournament Only",1,25833,"3","1","Tournament Only"
"66","A Military Tribute at The Greenbrier",2010,"t490","22056","Cameron Percy","https://www.pgatour.com/players/player.22056.cameron-percy.html",0.303,1.213,"999",4,"Tournament Only",4,"40",1.461,4,0.365,4,"32","999","Tournament Only",1,17160,"4","999","Tournament Only"
"67","A Military Tribute at The Greenbrier",2010,"t490","01797","Rocco Mediate","https://www.pgatour.com/players/player.01797.rocco-mediate.html",-0.23,-0.919,"73",4,"Tournament Only",4,"61",1.32,4,0.33,4,"34","57","Tournament Only",1,47460,"2","68","Tournament Only"
"68","A Military Tribute at The Greenbrier",2010,"t490","06595","Kevin Sutherland","https://www.pgatour.com/players/player.06595.kevin-sutherland.html",0.428,1.712,"46",4,"Tournament Only",4,"33",1.912,4,0.478,4,"25","12","Tournament Only",1,13893,"5","1","Tournament Only"
"69","A Military Tribute at The Greenbrier",2010,"t490","20070","Matt Bettencourt","https://www.pgatour.com/players/player.20070.matt-bettencourt.html",0.285,1.138,"22",4,"Tournament Only",4,"41",2.449,4,0.612,4,"18","11","Tournament Only",1,90000,"1","1","Tournament Only"
"70","A Military Tribute at The Greenbrier",2010,"t490","01619","Skip Kendall","https://www.pgatour.com/players/player.01619.skip-kendall.html",1.237,4.946,"999",4,"Tournament Only",4,"12",-0.298,4,-0.075,4,"58","999","Tournament Only",1,25833,"3","999","Tournament Only"
"71","A Military Tribute at The Greenbrier",2010,"t490","23307","Roger Tambellini","https://www.pgatour.com/players/player.23307.roger-tambellini.html",0.709,2.837,"28",4,"Tournament Only",4,"23",3.971,4,0.993,4,"7","42","Tournament Only",1,226200,"4","2","Tournament Only"
"72","A Military Tribute at The Greenbrier",2010,"t490","28780","Nicholas Thompson","https://www.pgatour.com/players/player.28780.nicholas-thompson.html",-1.014,-4.055,"999",4,"Tournament Only",4,"76",1.15,4,0.288,4,"3","999","Tournament Only",1,11460,"7","999","Tournament Only"
"73","A Military Tribute at The Greenbrier",2010,"t490","28307","Matt Every","https://www.pgatour.com/players/player.28307.matt-every.html",-0.441,-1.764,"8",4,"Tournament Only",4,"68",-0.664,4,-0.166,4,"62","31","Tournament Only",1,12420,"6","2","Tournament Only"
"74","A Military Tribute at The Greenbrier",2010,"t490","01116","Michael Bradley","https://www.pgatour.com/players/player.01116.michael-bradley.html",-0.501,-2.004,"999",4,"Tournament Only",4,"70",-3.379,4,-0.845,4,"71","999","Tournament Only",1,11820,"7","999","Tournament Only"
"75","A Military Tribute at The Greenbrier",2010,"t490","01706","Davis Love III","https://www.pgatour.com/players/player.01706.davis-love-iii.html",0.311,1.242,"999",4,"Tournament Only",4,"39",-3.933,4,-0.983,4,"73","999","Tournament Only",1,12900,"6","999","Tournament Only"
"76","A Military Tribute at The Greenbrier",2010,"t490","01249","John Daly","https://www.pgatour.com/players/player.01249.john-daly.html",-1.93,-7.718,"999",4,"Tournament Only",4,"77",3.993,4,0.998,4,"6","999","Tournament Only",1,11160,"76","72","Tournament Only"
"77","A Military Tribute at The Greenbrier",2010,"t490","23108","Matt Kuchar","https://www.pgatour.com/players/player.23108.matt-kuchar.html",0.515,2.061,"42",4,"Tournament Only",4,"29",2.422,4,0.606,4,"19","21","Tournament Only",1,47460,"2","4","Tournament Only"
"79","A Military Tribute at The Greenbrier",2011,"t490","12652","Cameron Beckman","https://www.pgatour.com/players/player.12652.cameron-beckman.html",0.499,1.994,"999",4,"Tournament Only",4,"29",-3.704,4,-0.926,4,"73","999","Tournament Only",1,12240,"6","999","Tournament Only"
"80","A Military Tribute at The Greenbrier",2011,"t490","28679","Fabián Gómez","https://www.pgatour.com/players/player.28679.fabian-gomez.html",-0.587,-2.347,"16",4,"Tournament Only",4,"67",1.148,4,0.287,4,"36","75","Tournament Only",1,19240,"4","6","Tournament Only"
"81","A Military Tribute at The Greenbrier",2011,"t490","20070","Matt Bettencourt","https://www.pgatour.com/players/player.20070.matt-bettencourt.html",2.521,10.085,"64",4,"Tournament Only",4,"1",-1.426,4,-0.357,4,"64","11","Tournament Only",1,42600,"2","3","Tournament Only"
"82","A Military Tribute at The Greenbrier",2011,"t490","20436","Garrett Willis","https://www.pgatour.com/players/player.20436.garrett-willis.html",1.76,7.038,"999",4,"Tournament Only",4,"4",-2.512,4,-0.628,4,"67","999","Tournament Only",1,68000,"1","999","Tournament Only"
"83","A Military Tribute at The Greenbrier",2011,"t490","23638","Brendon de Jonge","https://www.pgatour.com/players/player.23638.brendon-de-jonge.html",1.525,6.098,"999",4,"Tournament Only",4,"8",3.741,4,0.935,4,"12","999","Tournament Only",1,226200,"4","999","Tournament Only"
"84","A Military Tribute at The Greenbrier",2011,"t490","26476","Chez Reavie","https://www.pgatour.com/players/player.26476.chez-reavie.html",-0.419,-1.675,"9",4,"Tournament Only",4,"60",2.834,4,0.709,4,"21","19","Tournament Only",1,68000,"1","1","Tournament Only"
"85","A Military Tribute at The Greenbrier",2011,"t490","26951","Johnson Wagner","https://www.pgatour.com/players/player.26951.johnson-wagner.html",2.094,8.375,"999",4,"Tournament Only",4,"2",0.682,4,0.171,4,"41","999","Tournament Only",1,138000,"1","999","Tournament Only"
"86","A Military Tribute at The Greenbrier",2011,"t490","27124","Chris Baryla","https://www.pgatour.com/players/player.27124.chris-baryla.html",1.6,6.4,"999",4,"Tournament Only",4,"7",4.624,4,1.156,4,"5","999","Tournament Only",1,68000,"1","999","Tournament Only"
"87","A Military Tribute at The Greenbrier",2011,"t490","27770","Camilo Villegas","https://www.pgatour.com/players/player.27770.camilo-villegas.html",0.135,0.541,"999",4,"Tournament Only",4,"43",-1.46,4,-0.365,4,"65","999","Tournament Only",1,11820,"6","999","Tournament Only"
"88","A Military Tribute at The Greenbrier",2011,"t490","29420","Billy Horschel","https://www.pgatour.com/players/player.29420.billy-horschel.html",-0.501,-2.002,"999",4,"Tournament Only",4,"62",3.267,4,0.817,4,"18","999","Tournament Only",1,12240,"6","999","Tournament Only"
"89","A Military Tribute at The Greenbrier",2011,"t490","21753","Brian Davis","https://www.pgatour.com/players/player.21753.brian-davis.html",1.136,4.543,"999",4,"Tournament Only",4,"16",-0.71,4,-0.178,4,"56","999","Tournament Only",1,68000,"1","999","Tournament Only"
"90","A Military Tribute at The Greenbrier",2011,"t490","23409","James Driscoll","https://www.pgatour.com/players/player.23409.james-driscoll.html",1.154,4.614,"999",4,"Tournament Only",4,"15",-0.951,4,-0.238,4,"60","999","Tournament Only",1,25200,"3","999","Tournament Only"
"91","A Military Tribute at The Greenbrier",2011,"t490","01941","Tom Pernice Jr.","https://www.pgatour.com/players/player.01941.tom-pernice-jr-.html",0.38,1.521,"999",4,"Tournament Only",4,"31",-3.223,4,-0.806,4,"71","999","Tournament Only",1,14430,"4","999","Tournament Only"
"92","A Military Tribute at The Greenbrier",2011,"t490","10733","Kent Jones","https://www.pgatour.com/players/player.10733.kent-jones.html",0.075,0.3,"999",4,"Tournament Only",4,"4",1.013,4,0.253,4,"38","999","Tournament Only",1,12960,"5","999","Tournament Only"
"93","A Military Tribute at The Greenbrier",2011,"t490","11123","Chris Couch","https://www.pgatour.com/players/player.11123.chris-couch.html",1.646,6.582,"999",4,"Tournament Only",4,"6",1.9,4,0.475,4,"26","999","Tournament Only",1,138000,"1","999","Tournament Only"
"94","A Military Tribute at The Greenbrier",2011,"t490","20580","Andre Stolz","https://www.pgatour.com/players/player.20580.andre-stolz.html",0.739,2.955,"999",4,"Tournament Only",4,"23",-1.214,4,-0.304,4,"62","999","Tournament Only",1,14430,"4","999","Tournament Only"
"95","A Military Tribute at The Greenbrier",2011,"t490","20645","John Senden","https://www.pgatour.com/players/player.20645.john-senden.html",-0.404,-1.617,"999",4,"Tournament Only",4,"59",6.276,4,1.569,4,"1","999","Tournament Only",1,105000,"1","999","Tournament Only"
"97","A Military Tribute at The Greenbrier",2011,"t490","21961","Charles Howell III","https://www.pgatour.com/players/player.21961.charles-howell-iii.html",0.512,2.048,"999",4,"Tournament Only",4,"28",0.377,4,0.094,4,"42","999","Tournament Only",1,32486,"3","999","Tournament Only"
"98","A Military Tribute at The Greenbrier",2011,"t490","22293","Heath Slocum","https://www.pgatour.com/players/player.22293.heath-slocum.html",-0.711,-2.842,"999",4,"Tournament Only",4,"69",1.566,4,0.392,4,"31","999","Tournament Only",1,14430,"4","999","Tournament Only"
"99","A Military Tribute at The Greenbrier",2011,"t490","22348","Nick O'Hern","https://www.pgatour.com/players/player.22348.nick-o-hern.html",0.209,0.837,"999",4,"Tournament Only",4,"40",1.658,4,0.415,4,"30","999","Tournament Only",1,42600,"2","999","Tournament Only"
"100","A Military Tribute at The Greenbrier",2011,"t490","23322","Brett Wetterich","https://www.pgatour.com/players/player.23322.brett-wetterich.html",-0.725,-2.899,"999",4,"Tournament Only",4,"70",4.571,4,1.143,4,"7","999","Tournament Only",1,42600,"2","999","Tournament Only"
"101","A Military Tribute at The Greenbrier",2011,"t490","23497","Tag Ridings","https://www.pgatour.com/players/player.23497.tag-ridings.html",-0.02,-0.079,"999",4,"Tournament Only",4,"51",1.806,4,0.452,4,"28","999","Tournament Only",1,42600,"2","999","Tournament Only"
"102","A Military Tribute at The Greenbrier",2011,"t490","23673","Michael Connell","https://www.pgatour.com/players/player.23673.michael-connell.html",0.194,0.776,"999",4,"Tournament Only",4,"42",3.209,4,0.802,4,"19","999","Tournament Only",1,42600,"2","999","Tournament Only"
"103","A Military Tribute at The Greenbrier",2011,"t490","24924","Bill Haas","https://www.pgatour.com/players/player.24924.bill-haas.html",1.074,4.295,"999",4,"Tournament Only",4,"17",4.408,4,1.102,4,"8","999","Tournament Only",1,528000,"2","999","Tournament Only"
"104","A Military Tribute at The Greenbrier",2011,"t490","25190","Jeff Quinney","https://www.pgatour.com/players/player.25190.jeff-quinney.html",0.374,1.494,"999",4,"Tournament Only",4,"34",-3.945,4,-0.986,4,"74","999","Tournament Only",1,12240,"6","999","Tournament Only"
"105","A Military Tribute at The Greenbrier",2011,"t490","25562","Andres Romero","https://www.pgatour.com/players/player.25562.andres-romero.html",1.404,5.616,"21",4,"Tournament Only",4,"10",0.176,4,0.044,4,"46","38","Tournament Only",1,226200,"4","3","Tournament Only"
"106","A Military Tribute at The Greenbrier",2011,"t490","25632","Jimmy Walker","https://www.pgatour.com/players/player.25632.jimmy-walker.html",-0.205,-0.821,"43",4,"Tournament Only",4,"55",3.271,4,0.818,4,"17","73","Tournament Only",1,226200,"4","6","Tournament Only"
