"","tournament","season","tournament_id.x","player_id","player_name","player_url","average_putting","total_sg_putting","rank_last_week_putting","measured_rounds_putting","time_period_putting","rounds_putting","rank_this_week_putting","total_sg_ott","measured_rounds_ott","average_ott","rounds_ott","rank_this_week_ott","rank_last_week_ott","time_period_ott","events","money","rank_this_week","rank_last_week","time_period"
"1437","AT&T Pebble Beach Pro-Am",2016,"t005","36801","Mark Hubbard","https://www.pgatour.com/players/player.36801.mark-hubbard.html",-1.685,-3.371,"4",2,"Tournament Only",4,"67",1.01,2,0.505,4,"1","38","Tournament Only",1,52850,"2","6","Tournament Only"
"1438","AT&T Pebble Beach Pro-Am",2016,"t005","36801","Mark Hubbard","https://www.pgatour.com/players/player.36801.mark-hubbard.html",-1.685,-3.371,"4",2,"Tournament Only",4,"67",1.01,2,0.505,4,"1","38","Tournament Only",1,52850,"2","6","Tournament Only"
"1439","AT&T Pebble Beach Pro-Am",2016,"t005","36689","Brooks Koepka","https://www.pgatour.com/players/player.36689.brooks-koepka.html",2.161,4.321,"18",2,"Tournament Only",4,"6",0.286,2,0.143,4,"35","28","Tournament Only",1,203000,"8","4","Tournament Only"
"1440","AT&T Pebble Beach Pro-Am",2016,"t005","36689","Brooks Koepka","https://www.pgatour.com/players/player.36689.brooks-koepka.html",2.161,4.321,"18",2,"Tournament Only",4,"6",0.286,2,0.143,4,"35","28","Tournament Only",1,203000,"8","4","Tournament Only"
"1441","AT&T Pebble Beach Pro-Am",2016,"t005","36689","Brooks Koepka","https://www.pgatour.com/players/player.36689.brooks-koepka.html",2.161,4.321,"18",2,"Tournament Only",4,"6",0.286,2,0.143,4,"35","28","Tournament Only",1,203000,"8","4","Tournament Only"
"1442","AT&T Pebble Beach Pro-Am",2016,"t005","29926","Danny Lee","https://www.pgatour.com/players/player.29926.danny-lee.html",-1.208,-2.417,"19",2,"Tournament Only",4,"62",0.984,2,0.492,4,"21","29","Tournament Only",1,44450,"3","4","Tournament Only"
"1443","AT&T Pebble Beach Pro-Am",2016,"t005","29926","Danny Lee","https://www.pgatour.com/players/player.29926.danny-lee.html",-1.208,-2.417,"19",2,"Tournament Only",4,"62",0.984,2,0.492,4,"21","29","Tournament Only",1,44450,"3","4","Tournament Only"
"1444","AT&T Pebble Beach Pro-Am",2016,"t005","29926","Danny Lee","https://www.pgatour.com/players/player.29926.danny-lee.html",-1.208,-2.417,"19",2,"Tournament Only",4,"62",0.984,2,0.492,4,"21","29","Tournament Only",1,44450,"3","4","Tournament Only"
"1445","AT&T Pebble Beach Pro-Am",2016,"t005","01810","Phil Mickelson","https://www.pgatour.com/players/player.01810.phil-mickelson.html",2.694,5.387,"38",2,"Tournament Only",4,"2",-1.349,2,-0.675,4,"61","13","Tournament Only",1,756000,"2","1","Tournament Only"
"1446","AT&T Pebble Beach Pro-Am",2016,"t005","01810","Phil Mickelson","https://www.pgatour.com/players/player.01810.phil-mickelson.html",2.694,5.387,"38",2,"Tournament Only",4,"2",-1.349,2,-0.675,4,"61","13","Tournament Only",1,756000,"2","1","Tournament Only"
"1447","AT&T Pebble Beach Pro-Am",2016,"t005","01810","Phil Mickelson","https://www.pgatour.com/players/player.01810.phil-mickelson.html",2.694,5.387,"38",2,"Tournament Only",4,"2",-1.349,2,-0.675,4,"61","13","Tournament Only",1,756000,"2","1","Tournament Only"
"1448","AT&T Pebble Beach Pro-Am",2016,"t005","24361","Pat Perez","https://www.pgatour.com/players/player.24361.pat-perez.html",-0.798,-1.596,"999",2,"Tournament Only",4,"57",-0.051,2,-0.025,4,"43","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1449","AT&T Pebble Beach Pro-Am",2016,"t005","24361","Pat Perez","https://www.pgatour.com/players/player.24361.pat-perez.html",-0.798,-1.596,"999",2,"Tournament Only",4,"57",-0.051,2,-0.025,4,"43","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1450","AT&T Pebble Beach Pro-Am",2016,"t005","24361","Pat Perez","https://www.pgatour.com/players/player.24361.pat-perez.html",-0.798,-1.596,"999",2,"Tournament Only",4,"57",-0.051,2,-0.025,4,"43","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1451","AT&T Pebble Beach Pro-Am",2016,"t005","20472","Alex Cejka","https://www.pgatour.com/players/player.20472.alex-cejka.html",0.183,0.365,"999",2,"Tournament Only",4,"40",1.113,2,0.556,4,"15","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1452","AT&T Pebble Beach Pro-Am",2016,"t005","20472","Alex Cejka","https://www.pgatour.com/players/player.20472.alex-cejka.html",0.183,0.365,"999",2,"Tournament Only",4,"40",1.113,2,0.556,4,"15","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1453","AT&T Pebble Beach Pro-Am",2016,"t005","20472","Alex Cejka","https://www.pgatour.com/players/player.20472.alex-cejka.html",0.183,0.365,"999",2,"Tournament Only",4,"40",1.113,2,0.556,4,"15","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1454","AT&T Pebble Beach Pro-Am",2016,"t005","23325","Vaughn Taylor","https://www.pgatour.com/players/player.23325.vaughn-taylor.html",-0.447,-0.895,"999",2,"Tournament Only",4,"52",0.135,2,0.068,4,"40","999","Tournament Only",1,1260000,"1","999","Tournament Only"
"1455","AT&T Pebble Beach Pro-Am",2016,"t005","23325","Vaughn Taylor","https://www.pgatour.com/players/player.23325.vaughn-taylor.html",-0.447,-0.895,"999",2,"Tournament Only",4,"52",0.135,2,0.068,4,"40","999","Tournament Only",1,1260000,"1","999","Tournament Only"
"1456","AT&T Pebble Beach Pro-Am",2016,"t005","23325","Vaughn Taylor","https://www.pgatour.com/players/player.23325.vaughn-taylor.html",-0.447,-0.895,"999",2,"Tournament Only",4,"52",0.135,2,0.068,4,"40","999","Tournament Only",1,1260000,"1","999","Tournament Only"
"1457","AT&T Pebble Beach Pro-Am",2016,"t005","27141","J.B. Holmes","https://www.pgatour.com/players/player.27141.j-b--holmes.html",1.568,3.136,"21",2,"Tournament Only",4,"12",-0.117,2,-0.059,4,"46","1","Tournament Only",1,143500,"1","6","Tournament Only"
"1458","AT&T Pebble Beach Pro-Am",2016,"t005","27141","J.B. Holmes","https://www.pgatour.com/players/player.27141.j-b--holmes.html",1.568,3.136,"21",2,"Tournament Only",4,"12",-0.117,2,-0.059,4,"46","1","Tournament Only",1,143500,"1","6","Tournament Only"
"1459","AT&T Pebble Beach Pro-Am",2016,"t005","27141","J.B. Holmes","https://www.pgatour.com/players/player.27141.j-b--holmes.html",1.568,3.136,"21",2,"Tournament Only",4,"12",-0.117,2,-0.059,4,"46","1","Tournament Only",1,143500,"1","6","Tournament Only"
"1460","AT&T Pebble Beach Pro-Am",2016,"t005","28089","Jason Day","https://www.pgatour.com/players/player.28089.jason-day.html",0.036,0.072,"999",2,"Tournament Only",4,"44",-0.134,2,-0.067,4,"47","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1461","AT&T Pebble Beach Pro-Am",2016,"t005","28089","Jason Day","https://www.pgatour.com/players/player.28089.jason-day.html",0.036,0.072,"999",2,"Tournament Only",4,"44",-0.134,2,-0.067,4,"47","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1462","AT&T Pebble Beach Pro-Am",2016,"t005","28089","Jason Day","https://www.pgatour.com/players/player.28089.jason-day.html",0.036,0.072,"999",2,"Tournament Only",4,"44",-0.134,2,-0.067,4,"47","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1463","AT&T Pebble Beach Pro-Am",2016,"t005","24925","Jonathan Byrd","https://www.pgatour.com/players/player.24925.jonathan-byrd.html",1.009,2.018,"999",2,"Tournament Only",4,"21",-2.025,2,-1.012,4,"64","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1464","AT&T Pebble Beach Pro-Am",2016,"t005","24925","Jonathan Byrd","https://www.pgatour.com/players/player.24925.jonathan-byrd.html",1.009,2.018,"999",2,"Tournament Only",4,"21",-2.025,2,-1.012,4,"64","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1465","AT&T Pebble Beach Pro-Am",2016,"t005","24925","Jonathan Byrd","https://www.pgatour.com/players/player.24925.jonathan-byrd.html",1.009,2.018,"999",2,"Tournament Only",4,"21",-2.025,2,-1.012,4,"64","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1466","AT&T Pebble Beach Pro-Am",2016,"t005","27895","Jonas Blixt","https://www.pgatour.com/players/player.27895.jonas-blixt.html",0.884,1.768,"999",2,"Tournament Only",4,"23",2.545,2,1.273,4,"1","999","Tournament Only",1,476000,"3","999","Tournament Only"
"1467","AT&T Pebble Beach Pro-Am",2016,"t005","27895","Jonas Blixt","https://www.pgatour.com/players/player.27895.jonas-blixt.html",0.884,1.768,"999",2,"Tournament Only",4,"23",2.545,2,1.273,4,"1","999","Tournament Only",1,476000,"3","999","Tournament Only"
"1468","AT&T Pebble Beach Pro-Am",2016,"t005","27895","Jonas Blixt","https://www.pgatour.com/players/player.27895.jonas-blixt.html",0.884,1.768,"999",2,"Tournament Only",4,"23",2.545,2,1.273,4,"1","999","Tournament Only",1,476000,"3","999","Tournament Only"
"1469","AT&T Pebble Beach Pro-Am",2016,"t005","21731","Freddie Jacobson","https://www.pgatour.com/players/player.21731.freddie-jacobson.html",3.537,7.073,"999",2,"Tournament Only",4,"1",0.856,2,0.428,4,"28","999","Tournament Only",1,308000,"4","999","Tournament Only"
"1470","AT&T Pebble Beach Pro-Am",2016,"t005","21731","Freddie Jacobson","https://www.pgatour.com/players/player.21731.freddie-jacobson.html",3.537,7.073,"999",2,"Tournament Only",4,"1",0.856,2,0.428,4,"28","999","Tournament Only",1,308000,"4","999","Tournament Only"
"1471","AT&T Pebble Beach Pro-Am",2016,"t005","21731","Freddie Jacobson","https://www.pgatour.com/players/player.21731.freddie-jacobson.html",3.537,7.073,"999",2,"Tournament Only",4,"1",0.856,2,0.428,4,"28","999","Tournament Only",1,308000,"4","999","Tournament Only"
"1472","AT&T Pebble Beach Pro-Am",2016,"t005","35891","Cameron Smith","https://www.pgatour.com/players/player.35891.cameron-smith.html",1.417,2.835,"999",2,"Tournament Only",4,"14",-0.375,2,-0.187,4,"51","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1473","AT&T Pebble Beach Pro-Am",2016,"t005","35891","Cameron Smith","https://www.pgatour.com/players/player.35891.cameron-smith.html",1.417,2.835,"999",2,"Tournament Only",4,"14",-0.375,2,-0.187,4,"51","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1474","AT&T Pebble Beach Pro-Am",2016,"t005","35891","Cameron Smith","https://www.pgatour.com/players/player.35891.cameron-smith.html",1.417,2.835,"999",2,"Tournament Only",4,"14",-0.375,2,-0.187,4,"51","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1475","AT&T Pebble Beach Pro-Am",2016,"t005","30944","Jason Kokrak","https://www.pgatour.com/players/player.30944.jason-kokrak.html",0.825,1.651,"999",2,"Tournament Only",4,"25",-0.609,2,-0.304,4,"56","999","Tournament Only",1,44450,"3","999","Tournament Only"
"1476","AT&T Pebble Beach Pro-Am",2016,"t005","30944","Jason Kokrak","https://www.pgatour.com/players/player.30944.jason-kokrak.html",0.825,1.651,"999",2,"Tournament Only",4,"25",-0.609,2,-0.304,4,"56","999","Tournament Only",1,44450,"3","999","Tournament Only"
"1477","AT&T Pebble Beach Pro-Am",2016,"t005","30944","Jason Kokrak","https://www.pgatour.com/players/player.30944.jason-kokrak.html",0.825,1.651,"999",2,"Tournament Only",4,"25",-0.609,2,-0.304,4,"56","999","Tournament Only",1,44450,"3","999","Tournament Only"
"1478","AT&T Pebble Beach Pro-Am",2016,"t005","28114","Dawie van der Walt","https://www.pgatour.com/players/player.28114.dawie-van-der-walt.html",2.29,4.58,"999",2,"Tournament Only",4,"3",0.664,2,0.332,4,"29","999","Tournament Only",1,52850,"2","999","Tournament Only"
"1479","AT&T Pebble Beach Pro-Am",2016,"t005","28114","Dawie van der Walt","https://www.pgatour.com/players/player.28114.dawie-van-der-walt.html",2.29,4.58,"999",2,"Tournament Only",4,"3",0.664,2,0.332,4,"29","999","Tournament Only",1,52850,"2","999","Tournament Only"
"1480","AT&T Pebble Beach Pro-Am",2016,"t005","28114","Dawie van der Walt","https://www.pgatour.com/players/player.28114.dawie-van-der-walt.html",2.29,4.58,"999",2,"Tournament Only",4,"3",0.664,2,0.332,4,"29","999","Tournament Only",1,52850,"2","999","Tournament Only"
"1481","AT&T Pebble Beach Pro-Am",2016,"t005","25686","Jason Dufner","https://www.pgatour.com/players/player.25686.jason-dufner.html",-1.997,-3.994,"999",2,"Tournament Only",4,"69",1.831,2,0.916,4,"6","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1482","AT&T Pebble Beach Pro-Am",2016,"t005","25686","Jason Dufner","https://www.pgatour.com/players/player.25686.jason-dufner.html",-1.997,-3.994,"999",2,"Tournament Only",4,"69",1.831,2,0.916,4,"6","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1483","AT&T Pebble Beach Pro-Am",2016,"t005","25686","Jason Dufner","https://www.pgatour.com/players/player.25686.jason-dufner.html",-1.997,-3.994,"999",2,"Tournament Only",4,"69",1.831,2,0.916,4,"6","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1484","AT&T Pebble Beach Pro-Am",2016,"t005","37455","Si Woo Kim","https://www.pgatour.com/players/player.37455.si-woo-kim.html",-0.328,-0.657,"51",2,"Tournament Only",4,"50",1.109,2,0.555,4,"16","48","Tournament Only",1,33775,"3","6","Tournament Only"
"1485","AT&T Pebble Beach Pro-Am",2016,"t005","37455","Si Woo Kim","https://www.pgatour.com/players/player.37455.si-woo-kim.html",-0.328,-0.657,"51",2,"Tournament Only",4,"50",1.109,2,0.555,4,"16","48","Tournament Only",1,33775,"3","6","Tournament Only"
"1486","AT&T Pebble Beach Pro-Am",2016,"t005","37455","Si Woo Kim","https://www.pgatour.com/players/player.37455.si-woo-kim.html",-0.328,-0.657,"51",2,"Tournament Only",4,"50",1.109,2,0.555,4,"16","48","Tournament Only",1,33775,"3","6","Tournament Only"
"1487","AT&T Pebble Beach Pro-Am",2016,"t005","24846","Ricky Barnes","https://www.pgatour.com/players/player.24846.ricky-barnes.html",-0.302,-0.604,"999",2,"Tournament Only",4,"49",0.209,2,0.105,4,"38","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1488","AT&T Pebble Beach Pro-Am",2016,"t005","24846","Ricky Barnes","https://www.pgatour.com/players/player.24846.ricky-barnes.html",-0.302,-0.604,"999",2,"Tournament Only",4,"49",0.209,2,0.105,4,"38","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1489","AT&T Pebble Beach Pro-Am",2016,"t005","24846","Ricky Barnes","https://www.pgatour.com/players/player.24846.ricky-barnes.html",-0.302,-0.604,"999",2,"Tournament Only",4,"49",0.209,2,0.105,4,"38","999","Tournament Only",1,22652,"4","999","Tournament Only"
"1490","AT&T Pebble Beach Pro-Am",2016,"t005","28158","Steve Marino","https://www.pgatour.com/players/player.28158.steve-marino.html",0.062,0.123,"999",2,"Tournament Only",4,"43",1.186,2,0.593,4,"12","999","Tournament Only",1,39550,"34","999","Tournament Only"
"1491","AT&T Pebble Beach Pro-Am",2016,"t005","28158","Steve Marino","https://www.pgatour.com/players/player.28158.steve-marino.html",0.062,0.123,"999",2,"Tournament Only",4,"43",1.186,2,0.593,4,"12","999","Tournament Only",1,39550,"34","999","Tournament Only"
"1492","AT&T Pebble Beach Pro-Am",2016,"t005","28158","Steve Marino","https://www.pgatour.com/players/player.28158.steve-marino.html",0.062,0.123,"999",2,"Tournament Only",4,"43",1.186,2,0.593,4,"12","999","Tournament Only",1,39550,"34","999","Tournament Only"
"1493","AT&T Pebble Beach Pro-Am",2016,"t005","25900","Lucas Glover","https://www.pgatour.com/players/player.25900.lucas-glover.html",0.493,0.986,"999",2,"Tournament Only",4,"35",0.601,2,0.301,4,"30","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1494","AT&T Pebble Beach Pro-Am",2016,"t005","25900","Lucas Glover","https://www.pgatour.com/players/player.25900.lucas-glover.html",0.493,0.986,"999",2,"Tournament Only",4,"35",0.601,2,0.301,4,"30","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1495","AT&T Pebble Beach Pro-Am",2016,"t005","25900","Lucas Glover","https://www.pgatour.com/players/player.25900.lucas-glover.html",0.493,0.986,"999",2,"Tournament Only",4,"35",0.601,2,0.301,4,"30","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1496","AT&T Pebble Beach Pro-Am",2016,"t005","27649","Brandt Snedeker","https://www.pgatour.com/players/player.27649.brandt-snedeker.html",-0.107,-0.214,"22",2,"Tournament Only",4,"46",1.314,2,0.657,4,"1","41","Tournament Only",1,33775,"3","3","Tournament Only"
"1497","AT&T Pebble Beach Pro-Am",2016,"t005","27649","Brandt Snedeker","https://www.pgatour.com/players/player.27649.brandt-snedeker.html",-0.107,-0.214,"22",2,"Tournament Only",4,"46",1.314,2,0.657,4,"1","41","Tournament Only",1,33775,"3","3","Tournament Only"
"1498","AT&T Pebble Beach Pro-Am",2016,"t005","27649","Brandt Snedeker","https://www.pgatour.com/players/player.27649.brandt-snedeker.html",-0.107,-0.214,"22",2,"Tournament Only",4,"46",1.314,2,0.657,4,"1","41","Tournament Only",1,33775,"3","3","Tournament Only"
"1499","AT&T Pebble Beach Pro-Am",2016,"t005","25493","Nick Taylor","https://www.pgatour.com/players/player.25493.nick-taylor.html",0.891,1.782,"61",2,"Tournament Only",4,"22",-1.469,2,-0.735,4,"62","21","Tournament Only",1,44450,"3","6","Tournament Only"
"1500","AT&T Pebble Beach Pro-Am",2016,"t005","25493","Nick Taylor","https://www.pgatour.com/players/player.25493.nick-taylor.html",0.891,1.782,"61",2,"Tournament Only",4,"22",-1.469,2,-0.735,4,"62","21","Tournament Only",1,44450,"3","6","Tournament Only"
"1501","AT&T Pebble Beach Pro-Am",2016,"t005","25493","Nick Taylor","https://www.pgatour.com/players/player.25493.nick-taylor.html",0.891,1.782,"61",2,"Tournament Only",4,"22",-1.469,2,-0.735,4,"62","21","Tournament Only",1,44450,"3","6","Tournament Only"
"1502","AT&T Pebble Beach Pro-Am",2016,"t005","34360","Patrick Reed","https://www.pgatour.com/players/player.34360.patrick-reed.html",0.523,1.045,"999",2,"Tournament Only",4,"33",2.032,2,1.016,4,"5","999","Tournament Only",1,243250,"6","999","Tournament Only"
"1503","AT&T Pebble Beach Pro-Am",2016,"t005","34360","Patrick Reed","https://www.pgatour.com/players/player.34360.patrick-reed.html",0.523,1.045,"999",2,"Tournament Only",4,"33",2.032,2,1.016,4,"5","999","Tournament Only",1,243250,"6","999","Tournament Only"
"1504","AT&T Pebble Beach Pro-Am",2016,"t005","34360","Patrick Reed","https://www.pgatour.com/players/player.34360.patrick-reed.html",0.523,1.045,"999",2,"Tournament Only",4,"33",2.032,2,1.016,4,"5","999","Tournament Only",1,243250,"6","999","Tournament Only"
"1508","AT&T Pebble Beach Pro-Am",2016,"t005","34466","Peter Malnati","https://www.pgatour.com/players/player.34466.peter-malnati.html",-0.986,-1.972,"999",2,"Tournament Only",4,"58",1.095,2,0.548,4,"17","999","Tournament Only",1,14490,"6","999","Tournament Only"
"1509","AT&T Pebble Beach Pro-Am",2016,"t005","34466","Peter Malnati","https://www.pgatour.com/players/player.34466.peter-malnati.html",-0.986,-1.972,"999",2,"Tournament Only",4,"58",1.095,2,0.548,4,"17","999","Tournament Only",1,14490,"6","999","Tournament Only"
"1510","AT&T Pebble Beach Pro-Am",2016,"t005","34466","Peter Malnati","https://www.pgatour.com/players/player.34466.peter-malnati.html",-0.986,-1.972,"999",2,"Tournament Only",4,"58",1.095,2,0.548,4,"17","999","Tournament Only",1,14490,"6","999","Tournament Only"
"1511","AT&T Pebble Beach Pro-Am",2016,"t005","29268","Bronson Burgoon","https://www.pgatour.com/players/player.29268.bronson-burgoon.html",-0.524,-1.047,"999",2,"Tournament Only",4,"54",-3.554,2,-1.777,4,"68","999","Tournament Only",1,72800,"2","999","Tournament Only"
"1512","AT&T Pebble Beach Pro-Am",2016,"t005","29268","Bronson Burgoon","https://www.pgatour.com/players/player.29268.bronson-burgoon.html",-0.524,-1.047,"999",2,"Tournament Only",4,"54",-3.554,2,-1.777,4,"68","999","Tournament Only",1,72800,"2","999","Tournament Only"
"1513","AT&T Pebble Beach Pro-Am",2016,"t005","29268","Bronson Burgoon","https://www.pgatour.com/players/player.29268.bronson-burgoon.html",-0.524,-1.047,"999",2,"Tournament Only",4,"54",-3.554,2,-1.777,4,"68","999","Tournament Only",1,72800,"2","999","Tournament Only"
"1514","AT&T Pebble Beach Pro-Am",2016,"t005","25632","Jimmy Walker","https://www.pgatour.com/players/player.25632.jimmy-walker.html",1.498,2.995,"999",2,"Tournament Only",4,"13",0.251,2,0.125,4,"36","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1515","AT&T Pebble Beach Pro-Am",2016,"t005","25632","Jimmy Walker","https://www.pgatour.com/players/player.25632.jimmy-walker.html",1.498,2.995,"999",2,"Tournament Only",4,"13",0.251,2,0.125,4,"36","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1516","AT&T Pebble Beach Pro-Am",2016,"t005","25632","Jimmy Walker","https://www.pgatour.com/players/player.25632.jimmy-walker.html",1.498,2.995,"999",2,"Tournament Only",4,"13",0.251,2,0.125,4,"36","999","Tournament Only",1,143500,"1","999","Tournament Only"
"1517","AT&T Pebble Beach Pro-Am",2016,"t005","34265","Will Wilcox","https://www.pgatour.com/players/player.34265.will-wilcox.html",-1.021,-2.043,"2",2,"Tournament Only",4,"60",0.918,2,0.459,4,"24","18","Tournament Only",1,33775,"3","6","Tournament Only"
"1518","AT&T Pebble Beach Pro-Am",2016,"t005","34265","Will Wilcox","https://www.pgatour.com/players/player.34265.will-wilcox.html",-1.021,-2.043,"2",2,"Tournament Only",4,"60",0.918,2,0.459,4,"24","18","Tournament Only",1,33775,"3","6","Tournament Only"
"1519","AT&T Pebble Beach Pro-Am",2016,"t005","34265","Will Wilcox","https://www.pgatour.com/players/player.34265.will-wilcox.html",-1.021,-2.043,"2",2,"Tournament Only",4,"60",0.918,2,0.459,4,"24","18","Tournament Only",1,33775,"3","6","Tournament Only"
"1520","AT&T Pebble Beach Pro-Am",2016,"t005","22405","Justin Rose","https://www.pgatour.com/players/player.22405.justin-rose.html",0.717,1.434,"999",2,"Tournament Only",4,"27",1.693,2,0.846,4,"8","999","Tournament Only",1,243250,"6","999","Tournament Only"
"1521","AT&T Pebble Beach Pro-Am",2016,"t005","22405","Justin Rose","https://www.pgatour.com/players/player.22405.justin-rose.html",0.717,1.434,"999",2,"Tournament Only",4,"27",1.693,2,0.846,4,"8","999","Tournament Only",1,243250,"6","999","Tournament Only"
"1522","AT&T Pebble Beach Pro-Am",2016,"t005","22405","Justin Rose","https://www.pgatour.com/players/player.22405.justin-rose.html",0.717,1.434,"999",2,"Tournament Only",4,"27",1.693,2,0.846,4,"8","999","Tournament Only",1,243250,"6","999","Tournament Only"
"1523","AT&T Pebble Beach Pro-Am",2016,"t005","24140","Sean O'Hair","https://www.pgatour.com/players/player.24140.sean-o-hair.html",0.261,0.522,"999",2,"Tournament Only",4,"3",-0.447,2,-0.223,4,"53","999","Tournament Only",1,33775,"3","999","Tournament Only"
"1524","AT&T Pebble Beach Pro-Am",2016,"t005","24140","Sean O'Hair","https://www.pgatour.com/players/player.24140.sean-o-hair.html",0.261,0.522,"999",2,"Tournament Only",4,"3",-0.447,2,-0.223,4,"53","999","Tournament Only",1,33775,"3","999","Tournament Only"
"1525","AT&T Pebble Beach Pro-Am",2016,"t005","24140","Sean O'Hair","https://www.pgatour.com/players/player.24140.sean-o-hair.html",0.261,0.522,"999",2,"Tournament Only",4,"3",-0.447,2,-0.223,4,"53","999","Tournament Only",1,33775,"3","999","Tournament Only"
"1526","AT&T Pebble Beach Pro-Am",2016,"t005","24507","Jason Bohn","https://www.pgatour.com/players/player.24507.jason-bohn.html",-0.098,-0.195,"41",2,"Tournament Only",4,"45",-0.066,2,-0.033,4,"44","16","Tournament Only",1,15610,"5","3","Tournament Only"
"1527","AT&T Pebble Beach Pro-Am",2016,"t005","24507","Jason Bohn","https://www.pgatour.com/players/player.24507.jason-bohn.html",-0.098,-0.195,"41",2,"Tournament Only",4,"45",-0.066,2,-0.033,4,"44","16","Tournament Only",1,15610,"5","3","Tournament Only"
"1528","AT&T Pebble Beach Pro-Am",2016,"t005","24507","Jason Bohn","https://www.pgatour.com/players/player.24507.jason-bohn.html",-0.098,-0.195,"41",2,"Tournament Only",4,"45",-0.066,2,-0.033,4,"44","16","Tournament Only",1,15610,"5","3","Tournament Only"
"1529","AT&T Pebble Beach Pro-Am",2016,"t005","22892","Jason Gore","https://www.pgatour.com/players/player.22892.jason-gore.html",0.258,0.517,"999",2,"Tournament Only",4,"39",-0.553,2,-0.276,4,"54","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1530","AT&T Pebble Beach Pro-Am",2016,"t005","22892","Jason Gore","https://www.pgatour.com/players/player.22892.jason-gore.html",0.258,0.517,"999",2,"Tournament Only",4,"39",-0.553,2,-0.276,4,"54","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1531","AT&T Pebble Beach Pro-Am",2016,"t005","22892","Jason Gore","https://www.pgatour.com/players/player.22892.jason-gore.html",0.258,0.517,"999",2,"Tournament Only",4,"39",-0.553,2,-0.276,4,"54","999","Tournament Only",1,16380,"5","999","Tournament Only"
"1532","AT&T Pebble Beach Pro-Am",2016,"t005","40058","Zac Blair","https://www.pgatour.com/players/player.40058.zac-blair.html",0.694,1.388,"5",2,"Tournament Only",4,"28",1.136,2,0.568,4,"14","53","Tournament Only",1,15050,"6","3","Tournament Only"
"1533","AT&T Pebble Beach Pro-Am",2016,"t005","40058","Zac Blair","https://www.pgatour.com/players/player.40058.zac-blair.html",0.694,1.388,"5",2,"Tournament Only",4,"28",1.136,2,0.568,4,"14","53","Tournament Only",1,15050,"6","3","Tournament Only"
"1534","AT&T Pebble Beach Pro-Am",2016,"t005","40058","Zac Blair","https://www.pgatour.com/players/player.40058.zac-blair.html",0.694,1.388,"5",2,"Tournament Only",4,"28",1.136,2,0.568,4,"14","53","Tournament Only",1,15050,"6","3","Tournament Only"
"1535","AT&T Pebble Beach Pro-Am",2016,"t005","20766","Padraig Harrington","https://www.pgatour.com/players/player.20766.padraig-harrington.html",-1.389,-2.777,"999",2,"Tournament Only",4,"65",0.903,2,0.452,4,"25","999","Tournament Only",1,72800,"2","999","Tournament Only"
"1536","AT&T Pebble Beach Pro-Am",2016,"t005","20766","Padraig Harrington","https://www.pgatour.com/players/player.20766.padraig-harrington.html",-1.389,-2.777,"999",2,"Tournament Only",4,"65",0.903,2,0.452,4,"25","999","Tournament Only",1,72800,"2","999","Tournament Only"
"1537","AT&T Pebble Beach Pro-Am",2016,"t005","20766","Padraig Harrington","https://www.pgatour.com/players/player.20766.padraig-harrington.html",-1.389,-2.777,"999",2,"Tournament Only",4,"65",0.903,2,0.452,4,"25","999","Tournament Only",1,72800,"2","999","Tournament Only"
"1538","AT&T Pebble Beach Pro-Am",2016,"t005","31557","Jim Herman","https://www.pgatour.com/players/player.31557.jim-herman.html",1.222,2.445,"999",2,"Tournament Only",4,"18",2.416,2,1.208,4,"2","999","Tournament Only",1,101500,"1","999","Tournament Only"
"1539","AT&T Pebble Beach Pro-Am",2016,"t005","31557","Jim Herman","https://www.pgatour.com/players/player.31557.jim-herman.html",1.222,2.445,"999",2,"Tournament Only",4,"18",2.416,2,1.208,4,"2","999","Tournament Only",1,101500,"1","999","Tournament Only"
